    V   J   Energy(K)   log(N/g)
    4     7   2.562381E+004   2.748498E+001 
    3    11   2.565988E+004   2.773939E+001 
    1    17   2.626369E+004   2.764698E+001 
    5     0   2.660677E+004   2.719166E+001 
    4     8   2.661704E+004   2.712670E+001 
    5     1   2.673596E+004   2.714569E+001 
    5     2   2.699289E+004   2.705228E+001 
    3    12   2.707418E+004   2.756410E+001 
    2    15   2.726625E+004   2.760227E+001 
    5     3   2.737523E+004   2.691946E+001 
    0    20   2.764451E+004   2.690864E+001 
    4     9   2.770677E+004   2.693501E+001 
    5     4   2.787879E+004   2.669245E+001 
    1    18   2.819486E+004   2.714581E+001 
    5     5   2.849899E+004   2.658204E+001 
    3    13   2.855661E+004   2.740137E+001 
    4    10   2.888376E+004   2.664316E+001 
    2    16   2.900940E+004   2.722360E+001 
    5     6   2.922954E+004   2.622037E+001 
    0    21   2.976661E+004   2.664954E+001 
    5     7   3.006431E+004   2.609265E+001 
    3    14   3.009785E+004   2.716524E+001 
    4    11   3.013990E+004   2.662849E+001 
    1    19   3.015462E+004   2.685171E+001 
    2    17   3.079235E+004   2.648320E+001 
    6     0   3.094320E+004   2.602173E+001 
    5     8   3.099552E+004   2.595157E+001 
    6     1   3.106412E+004   2.596037E+001 
    6     2   3.130464E+004   2.580264E+001 
    4    12   3.146651E+004   2.652551E+001 
    6     3   3.166233E+004   2.580203E+001 
    3    15   3.169026E+004   2.689388E+001 
    0    22   3.190031E+004   2.600915E+001 
    5     9   3.201575E+004   2.589042E+001 
    6     4   3.213322E+004   2.557346E+001 
    1    20   3.213454E+004   2.620059E+001 
    2    18   3.260639E+004   2.607542E+001 
    6     5   3.271272E+004   2.649019E+001 
    4    13   3.285516E+004   2.643087E+001 
    5    10   3.311646E+004   2.586339E+001 
    3    16   3.332489E+004   2.647775E+001 
    6     6   3.339496E+004   2.536582E+001 
    0    23   3.403759E+004   2.586195E+001 
    1    21   3.412953E+004   2.600004E+001 
    6     7   3.417362E+004   2.537823E+001 
    5    11   3.428978E+004   2.577520E+001 
    4    14   3.429681E+004   2.623044E+001 
    2    19   3.444505E+004   2.400297E+001 
    7     0   3.494622E+004   2.626487E+001 
    3    17   3.499413E+004   2.602531E+001 
    6     8   3.504117E+004   2.535386E+001 
    7     1   3.505878E+004   2.519609E+001 
    7     2   3.528236E+004   2.517293E+001 
    5    12   3.552731E+004   2.578636E+001 
    7     3   3.561473E+004   2.510986E+001 
    4    15   3.578419E+004   2.611176E+001 
    6     9   3.599047E+004   2.537153E+001 
    7     4   3.605189E+004   2.510239E+001 
    1    22   3.613139E+004   2.524226E+001 
    0    24   3.617459E+004   2.490616E+001 
    2    20   3.629979E+004   2.542840E+001 
    7     5   3.658964E+004   2.505407E+001 
    3    18   3.668984E+004   2.564384E+001 
    5    13   3.682003E+004   2.560191E+001 
    6    10   3.701302E+004   2.530229E+001 
    7     6   3.722192E+004   2.497592E+001 
    4    16   3.730808E+004   2.566921E+001 
    7     7   3.794263E+004   2.498405E+001 
    6    11   3.810113E+004   2.530854E+001 
    1    23   3.813447E+004   2.503850E+001 
    5    14   3.815979E+004   2.558333E+001 
    2    21   3.816475E+004   2.525119E+001 
    0    25   3.830484E+004   2.482862E+001 
    3    19   3.840503E+004   2.403206E+001 
    8     0   3.860553E+004   2.488414E+001 
    8     1   3.870915E+004   2.487394E+001 
    7     8   3.874438E+004   2.422551E+001 
    4    17   3.886111E+004   2.555433E+001 
    8     2   3.891514E+004   2.485308E+001 
    8     3   3.922109E+004   2.468229E+001 
