          distance              timeN                 Tn               Mass          Mass_cons         Moment_kin         Moment_the         Moment_mag         Moment_vis             Moment           Mom_cons         Energy_kin         Energy_the         Energy_int         Energy_mag         Energy_vis             Energy         Energ_gain         Energ_cons          Energ_pho          magn_corr 
  1.801332383E-007   1.141640898E-021   4.677000000E+001   2.346111416E-013   0.000000000E+000   1.173055652E-006   7.759641543E-011   6.241370068E-009   0.000000000E+000   1.179374619E-006   0.000000000E+000   2.932638991E+000   9.699551892E-004   8.817903919E-004   6.240121794E-002   0.000000000E+000   2.996891955E+000  -6.391325144E-029  -2.132651173E-029   1.094195658E-003   0.000000000E+000 
  3.602664766E-007   2.283281796E-021   4.677000000E+001   2.346111416E-013   0.000000000E+000   1.173055652E-006   7.759641543E-011   6.241370068E-009   0.000000000E+000   1.179374619E-006   0.000000000E+000   2.932638991E+000   9.699551892E-004   8.817903919E-004   6.240121794E-002   0.000000000E+000   2.996891955E+000  -1.917397543E-028  -6.397953520E-029   1.094195658E-003   0.000000000E+000 
  2.161598859E-006   1.369969078E-020   4.677000000E+001   2.346111416E-013   0.000000000E+000   1.173055652E-006   7.759641543E-011   6.241370068E-009   0.000000000E+000   1.179374619E-006   0.000000000E+000   2.932638991E+000   9.699551892E-004   8.817903919E-004   6.240121794E-002   0.000000000E+000   2.996891955E+000  -1.470004783E-027  -4.905097699E-028   1.094195658E-003   0.000000000E+000 
  2.017492269E-005   1.278637806E-019   4.677000000E+001   2.346111416E-013   0.000000000E+000   1.173055652E-006   7.759641543E-011   6.241370068E-009   0.000000000E+000   1.179374619E-006   0.000000000E+000   2.932638991E+000   9.699551892E-004   8.817903919E-004   6.240121794E-002   0.000000000E+000   2.996891955E+000  -1.425265507E-026  -4.755812117E-027   1.094195658E-003   0.000000000E+000 
  8.419090687E-005   5.335816058E-019   4.677000000E+001   2.346111416E-013   0.000000000E+000   1.173055652E-006   7.759641543E-011   6.241370068E-009   0.000000000E+000   1.179374619E-006   0.000000000E+000   2.932638991E+000   9.699551892E-004   8.817903919E-004   6.240121794E-002   0.000000000E+000   2.996891955E+000  -5.967980369E-026  -1.991389900E-026   1.094195658E-003   0.000000000E+000 
  2.264414544E-004   1.435131172E-018   4.677000000E+001   2.346111416E-013   0.000000000E+000   1.173055652E-006   7.759641543E-011   6.241370068E-009   0.000000000E+000   1.179374619E-006   0.000000000E+000   2.932638991E+000   9.699551892E-004   8.817903919E-004   6.240121794E-002   0.000000000E+000   2.996891955E+000  -1.606239171E-025  -5.359683282E-026   1.094195658E-003   0.000000000E+000 
  4.979290816E-004   3.155754092E-018   4.677000000E+001   2.346111416E-013   0.000000000E+000   1.173055652E-006   7.759641543E-011   6.241370068E-009   0.000000000E+000   1.179374619E-006   0.000000000E+000   2.932638991E+000   9.699551892E-004   8.817903919E-004   6.240121794E-002   0.000000000E+000   2.996891955E+000  -3.532775010E-025  -1.178812938E-025   1.094195658E-003   0.000000000E+000 
  1.007263146E-003   6.383790207E-018   4.677000000E+001   2.346111416E-013   0.000000000E+000   1.173055652E-006   7.759641543E-011   6.241370068E-009   0.000000000E+000   1.179374619E-006   0.000000000E+000   2.932638991E+000   9.699551892E-004   8.817903919E-004   6.240121794E-002   0.000000000E+000   2.996891955E+000  -7.147121417E-025  -2.384844541E-025   1.094195658E-003   0.000000000E+000 
  2.570137206E-003   1.628890801E-017   4.677000000E+001   2.346111416E-013   0.000000000E+000   1.173055652E-006   7.759641543E-011   6.241370068E-009   0.000000000E+000   1.179374619E-006   0.000000000E+000   2.932638991E+000   9.699551892E-004   8.817903919E-004   6.240121794E-002   0.000000000E+000   2.996891955E+000  -1.823761906E-024  -6.085511035E-025   1.094195658E-003   0.000000000E+000 
  4.133011265E-003   2.619402581E-017   4.677000000E+001   2.346111416E-013   0.000000000E+000   1.173055652E-006   7.759641543E-011   6.241370068E-009   0.000000000E+000   1.179374619E-006   0.000000000E+000   2.932638991E+000   9.699551892E-004   8.817903919E-004   6.240121794E-002   0.000000000E+000   2.996891955E+000  -2.932811670E-024  -9.786177529E-025   1.094195658E-003   0.000000000E+000 
