          distance              timeN                 Tn               Mass          Mass_cons         Moment_kin         Moment_the         Moment_mag         Moment_vis             Moment           Mom_cons         Energy_kin         Energy_the         Energy_int         Energy_mag         Energy_vis             Energy         Energ_gain         Energ_cons          Energ_pho          magn_corr 
  7.611441133E-043   5.359941449E-057   4.327000000E+001   5.279095006E-013   0.000000000E+000   2.375592753E-006   1.793763849E-010   7.957747155E-009   4.219136262E-064   2.383729876E-006   0.000000000E+000   5.345083694E+000   2.017984330E-003   1.985510382E-003   7.161972439E-002   1.898611318E-057   5.420706913E+000  -5.695811172E-063  -1.050750624E-063   1.094195658E-003   0.000000000E+000 
  1.522288227E-042   1.071988290E-056   4.327000000E+001   5.279095006E-013   0.000000000E+000   2.375592753E-006   1.793763849E-010   7.957747155E-009   4.219153139E-064   2.383729876E-006   0.000000000E+000   5.345083694E+000   2.017984330E-003   1.985510382E-003   7.161972439E-002   1.898618912E-057   5.420706913E+000  -1.708743351E-062  -3.152251872E-063   1.094195658E-003   0.000000000E+000 
  9.133729360E-042   6.431929738E-056   4.327000000E+001   5.279095006E-013   0.000000000E+000   2.375592753E-006   1.793763849E-010   7.957747155E-009   4.219321900E-064   2.383729876E-006   0.000000000E+000   5.345083694E+000   2.017984330E-003   1.985510382E-003   7.161972439E-002   1.898694855E-057   5.420706913E+000  -1.310036569E-061  -2.416726435E-062   1.094195658E-003   0.000000000E+000 
  8.524814069E-041   6.003134422E-055   4.327000000E+001   5.279095006E-013   0.000000000E+000   2.375592753E-006   1.793763849E-010   7.957747155E-009   4.221009436E-064   2.383729876E-006   0.000000000E+000   5.345083694E+000   2.017984330E-003   1.985510382E-003   7.161972439E-002   1.899454246E-057   5.420706913E+000  -1.270165891E-060  -2.343173892E-061   1.094195658E-003   0.000000000E+000 
  2.999615514E-040   2.112315295E-054   4.327000000E+001   5.279095006E-013   0.000000000E+000   2.375592753E-006   1.793763849E-010   7.957747155E-009   4.225769875E-064   2.383729876E-006   0.000000000E+000   5.345083694E+000   2.017984330E-003   1.985510382E-003   7.161972439E-002   1.901596444E-057   5.420706913E+000  -4.483662578E-060  -8.271361375E-061   1.094195658E-003   0.000000000E+000 
  7.433972944E-040   5.234969175E-054   4.327000000E+001   5.279095006E-013   0.000000000E+000   2.375592753E-006   1.793763849E-010   7.957747155E-009   4.235601558E-064   2.383729876E-006   0.000000000E+000   5.345083694E+000   2.017984330E-003   1.985510382E-003   7.161972439E-002   1.906020701E-057   5.420706913E+000  -1.112031972E-059  -2.051451942E-060   1.094195658E-003   0.000000000E+000 
  1.570725736E-039   1.106097758E-053   4.327000000E+001   5.279095006E-013   0.000000000E+000   2.375592753E-006   1.793763849E-010   7.957747155E-009   4.253945176E-064   2.383729876E-006   0.000000000E+000   5.345083694E+000   2.017984330E-003   1.985510382E-003   7.161972439E-002   1.914275329E-057   5.420706913E+000  -2.350248625E-059  -4.335686586E-060   1.094195658E-003   0.000000000E+000 
  3.145646516E-039   2.215149648E-053   4.327000000E+001   5.279095006E-013   0.000000000E+000   2.375592753E-006   1.793763849E-010   7.957747155E-009   4.288865639E-064   2.383729876E-006   0.000000000E+000   5.345083694E+000   2.017984330E-003   1.985510382E-003   7.161972439E-002   1.929989538E-057   5.420706913E+000  -4.707345321E-059  -8.684006342E-060   1.094195658E-003   0.000000000E+000 
  7.556885690E-039   5.321523759E-053   4.327000000E+001   5.279095006E-013   0.000000000E+000   2.375592753E-006   1.793763849E-010   7.957747155E-009   4.386693916E-064   2.383729876E-006   0.000000000E+000   5.345083694E+000   2.017984330E-003   1.985510382E-003   7.161972439E-002   1.974012262E-057   5.420706913E+000  -1.130940265E-058  -2.086333542E-059   1.094195658E-003   0.000000000E+000 
  9.870224447E-039   6.950566153E-053   4.327000000E+001   5.279095006E-013   0.000000000E+000   2.375592753E-006   1.793763849E-010   7.957747155E-009   4.437992164E-064   2.383729876E-006   0.000000000E+000   5.345083694E+000   2.017984330E-003   1.985510382E-003   7.161972439E-002   1.997096474E-057   5.420706913E+000  -1.477164863E-058  -2.725041008E-059   1.094195658E-003   0.000000000E+000 
  1.218356320E-038   8.579608547E-053   4.327000000E+001   5.279095006E-013   0.000000000E+000   2.375592753E-006   1.793763849E-010   7.957747155E-009   4.489289655E-064   2.383729876E-006   0.000000000E+000   5.345083694E+000   2.017984330E-003   1.985510382E-003   7.161972439E-002   2.020180345E-057   5.420706913E+000  -1.823389461E-058  -3.363748475E-059   1.094195658E-003   0.000000000E+000 
  1.449690196E-038   1.020865094E-052   4.327000000E+001   5.279095006E-013   0.000000000E+000   2.375592753E-006   1.793763849E-010   7.957747155E-009   4.540586821E-064   2.383729876E-006   0.000000000E+000   5.345083694E+000   2.017984330E-003   1.985510382E-003   7.161972439E-002   2.043264069E-057   5.420706913E+000  -2.169614059E-058  -4.002455942E-059   1.094195658E-003   0.000000000E+000 
  1.846393542E-038   1.300221745E-052   4.327000000E+001   5.279095006E-013   0.000000000E+000   2.375592753E-006   1.793763849E-010   7.957747155E-009   4.628554649E-064   2.383729876E-006   0.000000000E+000   5.345083694E+000   2.017984330E-003   1.985510382E-003   7.161972439E-002   2.082849592E-057   5.420706913E+000  -2.763337984E-058  -5.097744682E-059   1.094195658E-003   0.000000000E+000 
  2.243096888E-038   1.579578397E-052   4.327000000E+001   5.279095006E-013   0.000000000E+000   2.375592753E-006   1.793763849E-010   7.957747155E-009   4.716518358E-064   2.383729876E-006   0.000000000E+000   5.345083694E+000   2.017984330E-003   1.985510382E-003   7.161972439E-002   2.122433261E-057   5.420706913E+000  -3.357061908E-058  -6.193033422E-059   1.094195658E-003   0.000000000E+000 
  2.639800234E-038   1.858935048E-052   4.327000000E+001   5.279095006E-013   0.000000000E+000   2.375592753E-006   1.793763849E-010   7.957747155E-009   4.804478305E-064   2.383729876E-006   0.000000000E+000   5.345083694E+000   2.017984330E-003   1.985510382E-003   7.161972439E-002   2.162015237E-057   5.420706913E+000  -3.950785832E-058  -7.288322162E-059   1.094195658E-003   0.000000000E+000 
