!=============================
! H2* steady state abundances
!=============================
!--- T       =    25.68 K
!--- nH      = ******** cm-3
!--- Av      =     0.10 mag
!--- RAD     =     1.00
!--- N_H2_0  = 1.00E+20 cm-2
!--- N_CO_0  = 1.00E+17 cm-2
!--- NH2_lev =      150
!=============================
H2( 0, 0)    9.494E-001
H2( 0, 1)    5.058E-002
H2( 0, 2)    1.886E-008
H2( 0, 3)    2.853E-008
H2( 0, 4)    3.374E-008
H2( 0, 5)    2.449E-007
H2( 0, 6)    4.513E-008
H2( 0, 7)    6.029E-008
H2( 0, 8)    8.770E-009
H2( 1, 0)    6.053E-011
H2( 1, 1)    2.712E-010
H2( 1, 2)    9.596E-011
H2( 1, 3)    3.335E-010
H2( 0, 9)    1.345E-008
H2( 1, 4)    1.396E-010
H2( 1, 5)    5.266E-010
H2( 0,10)    2.218E-009
H2( 1, 6)    2.129E-010
H2( 0,11)    3.847E-009
H2( 1, 7)    8.382E-010
H2( 1, 8)    3.400E-010
H2( 2, 0)    7.008E-012
H2( 2, 1)    7.361E-011
H2( 0,12)    7.029E-010
H2( 2, 2)    2.986E-011
H2( 2, 3)    1.126E-010
H2( 1, 9)    1.215E-009
H2( 2, 4)    4.123E-011
H2( 0,13)    1.364E-009
H2( 2, 5)    1.433E-010
H2( 1,10)    3.941E-010
H2( 2, 6)    5.084E-011
H2( 0,14)    2.745E-010
H2( 1,11)    1.127E-009
H2( 2, 7)    1.805E-010
H2( 2, 8)    6.842E-011
H2( 3, 0)    3.716E-012
H2( 3, 1)    3.332E-011
H2( 1,12)    2.833E-010
H2( 3, 2)    1.195E-011
H2( 0,15)    5.880E-010
H2( 3, 3)    4.155E-011
H2( 2, 9)    2.431E-010
H2( 3, 4)    1.661E-011
H2( 1,13)    6.899E-010
H2( 3, 5)    6.025E-011
H2( 0,16)    1.268E-010
H2( 2,10)    8.959E-011
H2( 3, 6)    1.939E-011
H2( 1,14)    1.487E-010
H2( 2,11)    2.881E-010
H2( 3, 7)    6.672E-011
H2( 0,17)    2.912E-010
H2( 3, 8)    2.409E-011
H2( 4, 0)    1.355E-012
H2( 4, 1)    1.018E-011
H2( 4, 2)    6.028E-012
H2( 2,12)    8.836E-011
H2( 1,15)    3.471E-010
H2( 4, 3)    2.785E-011
H2( 3, 9)    7.978E-011
H2( 4, 4)    7.675E-012
H2( 0,18)    6.460E-011
H2( 2,13)    2.358E-010
H2( 4, 5)    3.097E-011
H2( 3,10)    2.885E-011
H2( 1,16)    6.948E-011
H2( 4, 6)    8.644E-012
H2( 0,19)    1.552E-010
H2( 2,14)    5.747E-011
H2( 4, 7)    3.162E-011
H2( 3,11)    9.508E-011
H2( 1,17)    1.685E-010
H2( 5, 0)    6.213E-013
H2( 4, 8)    1.023E-011
H2( 5, 1)    4.913E-012
H2( 5, 2)    4.091E-012
H2( 3,12)    3.178E-011
H2( 2,15)    1.314E-010
H2( 5, 3)    1.055E-011
H2( 0,20)    3.397E-011
H2( 4, 9)    3.463E-011
H2( 5, 4)    3.746E-012
H2( 1,18)    3.257E-011
H2( 5, 5)    1.368E-011
H2( 3,13)    9.619E-011
H2( 4,10)    1.155E-011
H2( 2,16)    2.503E-011
H2( 5, 6)    4.019E-012
H2( 0,21)    8.425E-011
H2( 5, 7)    1.399E-011
H2( 3,14)    2.589E-011
H2( 4,11)    3.908E-011
H2( 1,19)    8.836E-011
H2( 2,17)    4.749E-011
H2( 6, 0)    3.166E-013
H2( 5, 8)    4.756E-012
H2( 6, 1)    2.429E-012
H2( 6, 2)    1.459E-012
H2( 4,12)    1.264E-011
H2( 6, 3)    5.322E-012
H2( 3,15)    6.769E-011
H2( 0,22)    1.039E-011
H2( 5, 9)    1.575E-011
H2( 6, 4)    1.854E-012
H2( 1,20)    1.327E-011
H2( 2,18)    3.200E-012
H2( 6, 5)    2.280E-011
H2( 4,13)    3.845E-011
H2( 5,10)    5.793E-012
H2( 3,16)    1.446E-011
H2( 6, 6)    1.905E-012
H2( 0,23)    4.211E-011
H2( 1,21)    4.191E-011
H2( 6, 7)    7.526E-012
H2( 5,11)    1.189E-011
H2( 4,14)    9.085E-012
H2( 2,19)    2.160E-013
H2( 7, 0)    1.915E-012
H2( 3,17)    3.113E-011
H2( 6, 8)    2.773E-012
H2( 7, 1)    1.296E-012
H2( 7, 2)    7.377E-013
H2( 5,12)    5.947E-012
H2( 7, 3)    2.602E-012
H2( 4,15)    2.813E-011
H2( 6, 9)    9.882E-012
H2( 7, 4)    1.277E-012
H2( 1,22)    6.881E-012
H2( 0,24)    6.384E-013
H2( 2,20)    6.286E-012
H2( 7, 5)    4.095E-012
H2( 3,18)    7.388E-012
H2( 5,13)    1.484E-011
H2( 6,10)    3.320E-012
H2( 7, 6)    1.181E-012
H2( 4,16)    6.277E-012
H2( 7, 7)    5.006E-012
H2( 6,11)    1.118E-011
H2( 1,23)    1.755E-011
H2( 5,14)    6.203E-012
H2( 2,21)    1.966E-011
H2( 0,25)    1.339E-011
H2( 3,19)    3.421E-013
H2( 8, 0)    1.072E-013
H2( 8, 1)    9.555E-013
H2( 7, 8)    1.209E-013
H2( 4,17)    2.021E-011
H2( 8, 2)    5.178E-013
H2( 8, 3)    7.848E-013
