    V   J   Energy(K)   log(N/g)
    2    14   2.557053E+004   2.949958E+001 
    4     7   2.562381E+004   2.950146E+001 
    3    11   2.565988E+004   2.936549E+001 
    1    17   2.626369E+004   2.872598E+001 
    5     0   2.660677E+004   2.916162E+001 
    4     8   2.661704E+004   2.904703E+001 
    5     1   2.673596E+004   2.913824E+001 
    5     2   2.699289E+004   2.898819E+001 
    3    12   2.707418E+004   2.898397E+001 
    2    15   2.726625E+004   2.881541E+001 
    5     3   2.737523E+004   2.886092E+001 
    0    20   2.764451E+004   2.797108E+001 
    4     9   2.770677E+004   2.868141E+001 
    5     4   2.787879E+004   2.859458E+001 
    1    18   2.819486E+004   2.823950E+001 
    5     5   2.849899E+004   2.841212E+001 
    3    13   2.855661E+004   2.859141E+001 
    4    10   2.888376E+004   2.801043E+001 
    2    16   2.900940E+004   2.833764E+001 
    5     6   2.922954E+004   2.780910E+001 
    0    21   2.976661E+004   2.752433E+001 
    5     7   3.006431E+004   2.754861E+001 
    3    14   3.009785E+004   2.822599E+001 
    4    11   3.013990E+004   2.775811E+001 
    1    19   3.015462E+004   2.777860E+001 
    2    17   3.079235E+004   2.752101E+001 
    6     0   3.094320E+004   2.724151E+001 
    5     8   3.099552E+004   2.718746E+001 
    6     1   3.106412E+004   2.715760E+001 
    6     2   3.130464E+004   2.701721E+001 
    4    12   3.146651E+004   2.755490E+001 
    6     3   3.166233E+004   2.693673E+001 
    3    15   3.169026E+004   2.783859E+001 
    0    22   3.190031E+004   2.698106E+001 
    5     9   3.201575E+004   2.697374E+001 
    6     4   3.213322E+004   2.671546E+001 
    1    20   3.213454E+004   2.720013E+001 
    2    18   3.260639E+004   2.716293E+001 
    6     5   3.271272E+004   2.734588E+001 
    4    13   3.285516E+004   2.734986E+001 
    5    10   3.311646E+004   2.685992E+001 
    3    16   3.332489E+004   2.744615E+001 
    6     6   3.339496E+004   2.638395E+001 
    0    23   3.403759E+004   2.671024E+001 
    1    21   3.412953E+004   2.692006E+001 
    6     7   3.417362E+004   2.635026E+001 
    5    11   3.428978E+004   2.675749E+001 
    4    14   3.429681E+004   2.717998E+001 
    2    19   3.444505E+004   2.562405E+001 
    7     0   3.494622E+004   2.711459E+001 
    3    17   3.499413E+004   2.698054E+001 
    6     8   3.504117E+004   2.629657E+001 
    7     1   3.505878E+004   2.613825E+001 
    7     2   3.528236E+004   2.610763E+001 
    5    12   3.552731E+004   2.670814E+001 
    7     3   3.561473E+004   2.603773E+001 
    4    15   3.578419E+004   2.701548E+001 
    6     9   3.599047E+004   2.628461E+001 
    7     4   3.605189E+004   2.601159E+001 
    1    22   3.613139E+004   2.614260E+001 
    0    24   3.617459E+004   2.588431E+001 
    2    20   3.629979E+004   2.633810E+001 
    7     5   3.658964E+004   2.594934E+001 
    3    18   3.668984E+004   2.654124E+001 
    5    13   3.682003E+004   2.649925E+001 
    6    10   3.701302E+004   2.619704E+001 
    7     6   3.722192E+004   2.586694E+001 
    4    16   3.730808E+004   2.655802E+001 
    7     7   3.794263E+004   2.585677E+001 
    6    11   3.810113E+004   2.617878E+001 
    1    23   3.813447E+004   2.590290E+001 
    5    14   3.815979E+004   2.645198E+001 
    2    21   3.816475E+004   2.611885E+001 
    0    25   3.830484E+004   2.568884E+001 
    3    19   3.840503E+004   2.516721E+001 
    8     0   3.860553E+004   2.574077E+001 
    8     1   3.870915E+004   2.573431E+001 
    7     8   3.874438E+004   2.521885E+001 
    4    17   3.886111E+004   2.641062E+001 
    8     2   3.891514E+004   2.572063E+001 
    8     3   3.922109E+004   2.555303E+001 
