!=============================
! H2* steady state abundances
!=============================
!--- T       =    46.21 K
!--- nH      = ******** cm-3
!--- Av      =     0.10 mag
!--- RAD     =     1.00
!--- N_H2_0  = 1.00E+20 cm-2
!--- N_CO_0  = 1.00E+17 cm-2
!--- NH2_lev =      150
!=============================
H2( 0, 0)    7.374E-001
H2( 0, 1)    2.625E-001
H2( 0, 2)    5.950E-005
H2( 0, 3)    1.206E-007
H2( 0, 4)    1.114E-007
H2( 0, 5)    3.697E-007
H2( 0, 6)    5.012E-008
H2( 0, 7)    6.261E-008
H2( 0, 8)    9.288E-009
H2( 1, 0)    2.722E-011
H2( 1, 1)    2.182E-010
H2( 1, 2)    9.515E-011
H2( 1, 3)    3.720E-010
H2( 0, 9)    1.378E-008
H2( 1, 4)    1.456E-010
H2( 1, 5)    5.400E-010
H2( 0,10)    2.335E-009
H2( 1, 6)    2.210E-010
H2( 0,11)    3.911E-009
H2( 1, 7)    8.680E-010
H2( 1, 8)    3.629E-010
H2( 2, 0)    6.389E-012
H2( 2, 1)    6.343E-011
H2( 0,12)    7.307E-010
H2( 2, 2)    2.841E-011
H2( 2, 3)    1.155E-010
H2( 1, 9)    1.270E-009
H2( 2, 4)    4.206E-011
H2( 0,13)    1.373E-009
H2( 2, 5)    1.466E-010
H2( 1,10)    4.319E-010
H2( 2, 6)    5.290E-011
H2( 0,14)    2.798E-010
H2( 1,11)    1.178E-009
H2( 2, 7)    1.849E-010
H2( 2, 8)    7.151E-011
H2( 3, 0)    2.735E-012
H2( 3, 1)    2.652E-011
H2( 1,12)    3.166E-010
H2( 3, 2)    1.143E-011
H2( 0,15)    5.859E-010
H2( 3, 3)    4.678E-011
H2( 2, 9)    2.558E-010
H2( 3, 4)    1.688E-011
H2( 1,13)    7.211E-010
H2( 3, 5)    5.984E-011
H2( 0,16)    1.266E-010
H2( 2,10)    9.771E-011
H2( 3, 6)    2.050E-011
H2( 1,14)    1.687E-010
H2( 2,11)    3.059E-010
H2( 3, 7)    6.815E-011
H2( 0,17)    2.872E-010
H2( 3, 8)    2.494E-011
H2( 4, 0)    1.177E-012
H2( 4, 1)    1.065E-011
H2( 4, 2)    5.302E-012
H2( 2,12)    1.023E-010
H2( 1,15)    3.613E-010
H2( 4, 3)    2.554E-011
H2( 3, 9)    8.509E-011
H2( 4, 4)    7.843E-012
H2( 0,18)    6.310E-011
H2( 2,13)    2.543E-010
H2( 4, 5)    2.990E-011
H2( 3,10)    3.049E-011
H2( 1,16)    8.031E-011
H2( 4, 6)    9.411E-012
H2( 0,19)    1.512E-010
H2( 2,14)    7.201E-011
H2( 4, 7)    3.129E-011
H2( 3,11)    1.020E-010
H2( 1,17)    1.747E-010
H2( 5, 0)    6.062E-013
H2( 4, 8)    1.068E-011
H2( 5, 1)    5.329E-012
H2( 5, 2)    2.687E-012
H2( 3,12)    3.558E-011
H2( 2,15)    1.455E-010
H2( 5, 3)    1.066E-011
H2( 0,20)    3.240E-011
H2( 4, 9)    3.539E-011
H2( 5, 4)    3.886E-012
H2( 1,18)    3.794E-011
H2( 5, 5)    1.387E-011
H2( 3,13)    1.038E-010
H2( 4,10)    1.208E-011
H2( 2,16)    3.737E-011
H2( 5, 6)    4.542E-012
H2( 0,21)    8.070E-011
H2( 5, 7)    1.450E-011
H2( 3,14)    3.075E-011
H2( 4,11)    4.120E-011
H2( 1,19)    9.022E-011
H2( 2,17)    5.669E-011
H2( 6, 0)    3.185E-013
H2( 5, 8)    5.102E-012
H2( 6, 1)    2.750E-012
H2( 6, 2)    1.263E-012
H2( 4,12)    1.392E-011
H2( 6, 3)    5.431E-012
H2( 3,15)    7.583E-011
H2( 0,22)    1.543E-011
H2( 5, 9)    1.647E-011
H2( 6, 4)    1.875E-012
H2( 1,20)    1.679E-011
H2( 2,18)    1.418E-011
H2( 6, 5)    1.674E-011
H2( 4,13)    4.130E-011
H2( 5,10)    5.998E-012
H2( 3,16)    1.794E-011
H2( 6, 6)    2.297E-012
H2( 0,23)    4.024E-011
H2( 1,21)    4.251E-011
H2( 6, 7)    7.977E-012
H2( 5,11)    1.865E-011
H2( 4,14)    1.238E-011
H2( 2,19)    5.779E-012
H2( 7, 0)    2.727E-013
H2( 3,17)    3.622E-011
H2( 6, 8)    2.963E-012
H2( 7, 1)    1.322E-012
H2( 7, 2)    7.131E-013
H2( 5,12)    6.803E-012
H2( 7, 3)    2.870E-012
H2( 4,15)    3.531E-011
H2( 6, 9)    1.002E-011
H2( 7, 4)    1.200E-012
H2( 1,22)    6.958E-012
H2( 0,24)    6.132E-012
H2( 2,20)    7.841E-012
H2( 7, 5)    4.247E-012
H2( 3,18)    8.736E-012
H2( 5,13)    1.839E-011
H2( 6,10)    3.488E-012
H2( 7, 6)    1.579E-012
H2( 4,16)    8.084E-012
H2( 7, 7)    5.463E-012
H2( 6,11)    1.149E-011
H2( 1,23)    1.787E-011
H2( 5,14)    6.362E-012
H2( 2,21)    2.030E-011
H2( 0,25)    1.594E-011
H2( 3,19)    6.308E-012
H2( 8, 0)    1.084E-013
H2( 8, 1)    9.652E-013
H2( 7, 8)    1.079E-012
H2( 4,17)    2.259E-011
H2( 8, 2)    5.253E-013
H2( 8, 3)    1.962E-012
