    V   J   Energy(K)   log(N/g)
    0    22   3.190031E+004   3.203082E+001 
    5     9   3.201575E+004   3.198525E+001 
    6     4   3.213322E+004   3.194965E+001 
    1    20   3.213454E+004   3.209132E+001 
    2    18   3.260639E+004   3.204500E+001 
    6     5   3.271272E+004   3.179216E+001 
    4    13   3.285516E+004   3.188870E+001 
    5    10   3.311646E+004   3.182360E+001 
    3    16   3.332489E+004   3.192789E+001 
    6     6   3.339496E+004   3.167891E+001 
    0    23   3.403759E+004   3.152170E+001 
    1    21   3.412953E+004   3.174697E+001 
    6     7   3.417362E+004   3.156212E+001 
    5    11   3.428978E+004   3.164374E+001 
    4    14   3.429681E+004   3.172986E+001 
    2    19   3.444505E+004   3.172813E+001 
    7     0   3.494622E+004   3.139389E+001 
    3    17   3.499413E+004   3.164417E+001 
    6     8   3.504117E+004   3.143735E+001 
    7     1   3.505878E+004   3.137908E+001 
    7     2   3.528236E+004   3.133322E+001 
    5    12   3.552731E+004   3.147043E+001 
    7     3   3.561473E+004   3.128629E+001 
    4    15   3.578419E+004   3.148788E+001 
    6     9   3.599047E+004   3.129992E+001 
    7     4   3.605189E+004   3.121338E+001 
    1    22   3.613139E+004   3.130808E+001 
    0    24   3.617459E+004   3.124829E+001 
    2    20   3.629979E+004   3.132905E+001 
    7     5   3.658964E+004   3.113267E+001 
    3    18   3.668984E+004   3.129850E+001 
    5    13   3.682003E+004   3.125266E+001 
    6    10   3.701302E+004   3.115138E+001 
    7     6   3.722192E+004   3.103517E+001 
    4    16   3.730808E+004   3.120665E+001 
    7     7   3.794263E+004   3.092868E+001 
    6    11   3.810113E+004   3.099350E+001 
    1    23   3.813447E+004   3.098059E+001 
    5    14   3.815979E+004   3.105326E+001 
    2    21   3.816475E+004   3.101453E+001 
    0    25   3.830484E+004   3.092002E+001 
    3    19   3.840503E+004   3.101063E+001 
    8     0   3.860553E+004   3.078309E+001 
    8     1   3.870915E+004   3.077104E+001 
    7     8   3.874438E+004   3.081567E+001 
    4    17   3.886111E+004   3.095068E+001 
    8     2   3.891514E+004   3.073410E+001 
    8     3   3.922109E+004   3.069137E+001 
