          distance              timeN                 Tn                 Ti                 Te         Total_heat       heat_chemist       heat_diff_in       heat_diff_an       heat_diff_en       heat_diff_gn       heat_inel_en       heat_ther_in       heat_ther_gn       heat_phot_el       heat_ioni_cr    heat_photo_chem         heat_h2int          heat_visc         heat_compr 
  2.000000000E-006   1.584439536E-020   5.452000000E+001   5.452000000E+001   5.452000000E+001   6.476749667E-023   5.317646642E-023  -7.897740394E-022  -4.493525719E-024  -5.715899839E-025  -2.076144308E-026  -0.000000000E+000   3.137185071E-027  -1.013130966E-025   3.368383269E-023   1.116286777E-023   0.000000000E+000   6.046329948E-025   0.000000000E+000   7.611009264E-022 
  4.000000000E-006   3.168879072E-020   5.452000000E+001   5.452000000E+001   5.452000000E+001   6.476749667E-023   5.317646642E-023  -7.897740394E-022  -4.493525719E-024  -5.715899839E-025  -2.076144308E-026  -0.000000000E+000   3.137185071E-027  -1.013130966E-025   3.368383269E-023   1.116286777E-023   0.000000000E+000   6.046329948E-025   0.000000000E+000   7.611009264E-022 
  2.400000000E-005   1.901327443E-019   5.452000000E+001   5.452000000E+001   5.452000000E+001   6.476749667E-023   5.317646642E-023  -7.897740394E-022  -4.493525719E-024  -5.715899839E-025  -2.076144308E-026  -0.000000000E+000   3.137185071E-027  -1.013130966E-025   3.368383269E-023   1.116286777E-023   0.000000000E+000   6.046329948E-025   0.000000000E+000   7.611009264E-022 
  2.240000000E-004   1.774572281E-018   5.452000000E+001   5.452000000E+001   5.452000000E+001   6.476749667E-023   5.317646642E-023  -7.897740394E-022  -4.493525719E-024  -5.715899839E-025  -2.076144308E-026  -0.000000000E+000   3.137185071E-027  -1.013130966E-025   3.368383269E-023   1.116286777E-023   0.000000000E+000   6.046329948E-025   0.000000000E+000   7.611009264E-022 
  1.130816564E-003   8.958552364E-018   5.452000000E+001   5.452000000E+001   5.452000000E+001   6.476749667E-023   5.317646642E-023  -7.897740394E-022  -4.493525719E-024  -5.715899839E-025  -2.076144308E-026  -0.000000000E+000   3.137185071E-027  -1.013130966E-025   3.368383269E-023   1.116286777E-023   0.000000000E+000   6.046329948E-025   0.000000000E+000   7.611009264E-022 
  3.309966217E-003   2.622220669E-017   5.452000000E+001   5.452000000E+001   5.452000000E+001   6.476749667E-023   5.317646642E-023  -7.897740394E-022  -4.493525719E-024  -5.715899839E-025  -2.076144308E-026  -0.000000000E+000   3.137185071E-027  -1.013130966E-025   3.368383269E-023   1.116286777E-023   0.000000000E+000   6.046329948E-025   0.000000000E+000   7.611009264E-022 
  7.583037382E-003   6.007432116E-017   5.452000000E+001   5.452000000E+001   5.452000000E+001   6.476749667E-023   5.317646642E-023  -7.897740394E-022  -4.493525719E-024  -5.715899839E-025  -2.076144308E-026  -0.000000000E+000   3.137185071E-027  -1.013130966E-025   3.368383269E-023   1.116286777E-023   0.000000000E+000   6.046329948E-025   0.000000000E+000   7.611009264E-022 
  1.566883634E-002   1.241316189E-016   5.452000000E+001   5.452000000E+001   5.452000000E+001   6.476749667E-023   5.317646642E-023  -7.897740394E-022  -4.493525719E-024  -5.715899839E-025  -2.076144308E-026  -0.000000000E+000   3.137185071E-027  -1.013130966E-025   3.368383269E-023   1.116286777E-023   0.000000000E+000   6.046329948E-025   0.000000000E+000   7.611009264E-022 
  4.004880562E-002   3.172745550E-016   5.452000000E+001   5.452000000E+001   5.452000000E+001   6.476749667E-023   5.317646642E-023  -7.897740394E-022  -4.493525719E-024  -5.715899839E-025  -2.076144308E-026  -0.000000000E+000   3.137185071E-027  -1.013130966E-025   3.368383269E-023   1.116286777E-023   0.000000000E+000   6.046329948E-025   0.000000000E+000   7.611009264E-022 
  6.442877491E-002   5.104174912E-016   5.452000000E+001   5.452000000E+001   5.452000000E+001   6.476749667E-023   5.317646642E-023  -7.897740394E-022  -4.493525719E-024  -5.715899839E-025  -2.076144308E-026  -0.000000000E+000   3.137185071E-027  -1.013130966E-025   3.368383269E-023   1.116286777E-023   0.000000000E+000   6.046329948E-025   0.000000000E+000   7.611009264E-022 
