          distance              timeN                 Tn           C+(158m)        C+(2324.7A)        C+(2323.5A)        C+(2328.1A)        C+(2326.9A)        C+(2325.4A)         Si+(34.8m)         H(1215.7A)         H(1025.7A)          C(609.8m)          C(370.4m)           C(9850A)           C(9824A)         Si(129.7m)          Si(68.5m)           O(63.2m)          O(145.3m)           O(6300A)           O(6363A)          S+(6731A)          S+(6716A)         N+(205.3m)         N+(121.8m)          N+(6527A)          N+(6548A)          N+(6583A)           N(5200A)           N(5197A)           S(25.2m) 
  1.165430796E-036   7.386218522E-051   4.575000000E+001   2.732511748E-059   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   7.216729820E-062   0.000000000E+000   0.000000000E+000   6.180960678E-060   2.025591350E-059   5.305126291E-201   1.789793294E-201   1.042657396E-060   4.029295725E-062   7.754017940E-060   1.960288529E-061   0.000000000E+000   0.000000000E+000   2.478351341E-261   1.366930958E-261   1.895193971E-067   1.487219299E-068   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.531603502E-322   7.410984688E-323   2.938613614E-065 
  1.683019411E-036   1.066656998E-050   4.575000000E+001   3.946114800E-059   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.042192933E-061   0.000000000E+000   0.000000000E+000   8.926139265E-060   2.925226583E-059   7.661316509E-201   2.584702448E-201   1.505737636E-060   5.818845428E-062   1.119784571E-059   2.830920519E-061   0.000000000E+000   0.000000000E+000   3.579072957E-261   1.974032312E-261   2.736915215E-067   2.147744869E-068   0.000000000E+000   0.000000000E+000   0.000000000E+000   2.223295406E-322   1.086944421E-322   4.243753638E-065 
  2.200608026E-036   1.394692144E-050   4.575000000E+001   5.159717851E-059   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.362712885E-061   0.000000000E+000   0.000000000E+000   1.167131785E-059   3.824861816E-059   1.001750673E-200   3.379611602E-201   1.968817876E-060   7.608395130E-062   1.464167347E-059   3.701552509E-061   0.000000000E+000   0.000000000E+000   4.679794574E-261   2.581133666E-261   3.578636458E-067   2.808270439E-068   0.000000000E+000   0.000000000E+000   0.000000000E+000   2.914987310E-322   1.432790373E-322   5.548893662E-065 
  2.718196641E-036   1.722727290E-050   4.575000000E+001   6.373320902E-059   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.683232836E-061   0.000000000E+000   0.000000000E+000   1.441649644E-059   4.724497049E-059   1.237369695E-200   4.174520756E-201   2.431898116E-060   9.397944833E-062   1.808550124E-059   4.572184498E-061   0.000000000E+000   0.000000000E+000   5.780516191E-261   3.188235020E-261   4.420357702E-067   3.468796009E-068   0.000000000E+000   0.000000000E+000   0.000000000E+000   3.606679215E-322   1.778636325E-322   6.854033686E-065 
  3.235785256E-036   2.050762436E-050   4.575000000E+001   7.586923954E-059   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   2.003752788E-061   0.000000000E+000   0.000000000E+000   1.716167503E-059   5.624132282E-059   1.472988717E-200   4.969429911E-201   2.894978357E-060   1.118749454E-061   2.152932901E-059   5.442816488E-061   0.000000000E+000   0.000000000E+000   6.881237808E-261   3.795336374E-261   5.262078945E-067   4.129321579E-068   0.000000000E+000   0.000000000E+000   0.000000000E+000   4.298371119E-322   2.124482277E-322   8.159173710E-065 
  3.753373871E-036   2.378797582E-050   4.575000000E+001   8.800527005E-059   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   2.324272740E-061   0.000000000E+000   0.000000000E+000   1.990685361E-059   6.523767515E-059   1.708607738E-200   5.764339065E-201   3.358058597E-060   1.297704424E-061   2.497315677E-059   6.313448478E-061   0.000000000E+000   0.000000000E+000   7.981959424E-261   4.402437728E-261   6.103800189E-067   4.789847149E-068   0.000000000E+000   0.000000000E+000   0.000000000E+000   4.990063023E-322   2.470328229E-322   9.464313734E-065 
  4.717214524E-036   2.989656477E-050   4.575000000E+001   1.106046844E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   2.921137025E-061   0.000000000E+000   0.000000000E+000   2.501885694E-059   8.199045881E-059   2.147371624E-200   7.244599131E-201   4.220395109E-060   1.630949921E-061   3.138616723E-059   7.934717726E-061   0.000000000E+000   0.000000000E+000   1.003169586E-260   5.532966777E-261   7.671232564E-067   6.019861445E-068   0.000000000E+000   0.000000000E+000   0.000000000E+000   6.274633702E-322   3.112613569E-322   1.189471304E-064 
  5.681055176E-036   3.600515371E-050   4.575000000E+001   1.332040987E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   3.518001311E-061   0.000000000E+000   0.000000000E+000   3.013086026E-059   9.874324248E-059   2.586135509E-200   8.724859198E-201   5.082731620E-060   1.964195418E-061   3.779917769E-059   9.555986975E-061   0.000000000E+000   0.000000000E+000   1.208143229E-260   6.663495827E-261   9.238664939E-067   7.249875741E-068   0.000000000E+000   0.000000000E+000   0.000000000E+000   7.559204381E-322   3.754898908E-322   1.432511235E-064 
  6.644895828E-036   4.211374266E-050   4.575000000E+001   1.558035131E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   4.114865597E-061   0.000000000E+000   0.000000000E+000   3.524286358E-059   1.154960261E-058   3.024899394E-200   1.020511926E-200   5.945068132E-060   2.297440915E-061   4.421218815E-059   1.117725622E-060   0.000000000E+000   0.000000000E+000   1.413116872E-260   7.794024876E-261   1.080609731E-066   8.479890037E-068   0.000000000E+000   0.000000000E+000   0.000000000E+000   8.843775061E-322   4.397184248E-322   1.675551166E-064 
  7.608736480E-036   4.822233160E-050   4.575000000E+001   1.784029274E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   4.711729883E-061   0.000000000E+000   0.000000000E+000   4.035486690E-059   1.322488098E-058   3.463663280E-200   1.168537933E-200   6.807404644E-060   2.630686412E-061   5.062519860E-059   1.279852547E-060   0.000000000E+000   0.000000000E+000   1.618090515E-260   8.924553925E-261   1.237352969E-066   9.709904334E-068   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.012834574E-321   5.039469588E-322   1.918591097E-064 
  8.572577132E-036   5.433092054E-050   4.575000000E+001   2.010023417E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   5.308594169E-061   0.000000000E+000   0.000000000E+000   4.546687022E-059   1.490015935E-058   3.902427165E-200   1.316563940E-200   7.669741155E-060   2.963931909E-061   5.703820906E-059   1.441979472E-060   0.000000000E+000   0.000000000E+000   1.823064158E-260   1.005508297E-260   1.394096207E-066   1.093991863E-067   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.141291642E-321   5.681754927E-322   2.161631028E-064 
  9.536417785E-036   6.043950949E-050   4.575000000E+001   2.236017561E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   5.905458455E-061   0.000000000E+000   0.000000000E+000   5.057887355E-059   1.657543772E-058   4.341191050E-200   1.464589946E-200   8.532077667E-060   3.297177406E-061   6.345121952E-059   1.604106397E-060   0.000000000E+000   0.000000000E+000   2.028037802E-260   1.118561202E-260   1.550839444E-066   1.216993293E-067   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.269748710E-321   6.324040267E-322   2.404670958E-064 
  1.020267996E-035   6.466211804E-050   4.575000000E+001   2.392237731E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   6.318045431E-061   0.000000000E+000   0.000000000E+000   5.411258472E-059   1.773348663E-058   4.644489922E-200   1.566914049E-200   9.128174338E-060   3.527535890E-061   6.788426176E-059   1.716177866E-060   0.000000000E+000   0.000000000E+000   2.169727391E-260   1.196709883E-260   1.659189399E-066   1.302018966E-067   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.358680526E-321   6.768699348E-322   2.572674159E-064 
  1.086894214E-035   6.888472660E-050   4.575000000E+001   2.548457901E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   6.730632407E-061   0.000000000E+000   0.000000000E+000   5.764629588E-059   1.889153554E-058   4.947788795E-200   1.669238152E-200   9.724271009E-060   3.757894374E-061   7.231730401E-059   1.828249336E-060   0.000000000E+000   0.000000000E+000   2.311416981E-260   1.274858563E-260   1.767539354E-066   1.387044640E-067   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.447612342E-321   7.213358429E-322   2.740677359E-064 
  1.153520432E-035   7.310733516E-050   4.575000000E+001   2.704678071E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   7.143219384E-061   0.000000000E+000   0.000000000E+000   6.118000705E-059   2.004958445E-058   5.251087667E-200   1.771562254E-200   1.032036768E-059   3.988252857E-061   7.675034625E-059   1.940320806E-060   0.000000000E+000   0.000000000E+000   2.453106570E-260   1.353007243E-260   1.875889309E-066   1.472070313E-067   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.536544159E-321   7.658017511E-322   2.908680559E-064 
  1.220146650E-035   7.732994372E-050   4.575000000E+001   2.860898241E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   7.555806360E-061   0.000000000E+000   0.000000000E+000   6.471371822E-059   2.120763336E-058   5.554386539E-200   1.873886357E-200   1.091646435E-059   4.218611341E-061   8.118338849E-059   2.052392275E-060   0.000000000E+000   0.000000000E+000   2.594796160E-260   1.431155923E-260   1.984239263E-066   1.557095987E-067   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.625475975E-321   8.102676592E-322   3.076683760E-064 
  1.286772868E-035   8.155255227E-050   4.575000000E+001   3.017118411E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   7.968393336E-061   0.000000000E+000   0.000000000E+000   6.824742939E-059   2.236568227E-058   5.857685411E-200   1.976210460E-200   1.151256102E-059   4.448969825E-061   8.561643074E-059   2.164463745E-060   0.000000000E+000   0.000000000E+000   2.736485749E-260   1.509304603E-260   2.092589218E-066   1.642121660E-067   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.714407791E-321   8.547335673E-322   3.244686960E-064 
  1.353399086E-035   8.577516083E-050   4.575000000E+001   3.173338581E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   8.380980312E-061   0.000000000E+000   0.000000000E+000   7.178114056E-059   2.352373118E-058   6.160984283E-200   2.078534562E-200   1.210865769E-059   4.679328309E-061   9.004947298E-059   2.276535215E-060   0.000000000E+000   0.000000000E+000   2.878175338E-260   1.587453284E-260   2.200939173E-066   1.727147334E-067   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.803339607E-321   8.991994754E-322   3.412690160E-064 
  1.398254132E-035   8.861796515E-050   4.575000000E+001   3.278511336E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   8.658747958E-061   0.000000000E+000   0.000000000E+000   7.416015562E-059   2.430336926E-058   6.365175444E-200   2.147422644E-200   1.250997033E-059   4.834413509E-061   9.303394845E-059   2.351985556E-060   0.000000000E+000   0.000000000E+000   2.973565610E-260   1.640065645E-260   2.273884064E-066   1.784389522E-067   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.862627485E-321   9.288434142E-322   3.525795653E-064 
  1.443109178E-035   9.146076948E-050   4.575000000E+001   3.383684091E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   8.936515604E-061   0.000000000E+000   0.000000000E+000   7.653917069E-059   2.508300734E-058   6.569366605E-200   2.216310725E-200   1.291128298E-059   4.989498709E-061   9.601842392E-059   2.427435898E-060   0.000000000E+000   0.000000000E+000   3.068955882E-260   1.692678006E-260   2.346828954E-066   1.841631710E-067   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.921915362E-321   9.584873529E-322   3.638901147E-064 
  1.487964224E-035   9.430357380E-050   4.575000000E+001   3.488856845E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   9.214283250E-061   0.000000000E+000   0.000000000E+000   7.891818576E-059   2.586264543E-058   6.773557766E-200   2.285198806E-200   1.331259562E-059   5.144583909E-061   9.900289939E-059   2.502886239E-060   0.000000000E+000   0.000000000E+000   3.164346153E-260   1.745290367E-260   2.419773845E-066   1.898873897E-067   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.981203240E-321   9.881312917E-322   3.752006640E-064 
  1.532819270E-035   9.714637812E-050   4.575000000E+001   3.594029600E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   9.492050896E-061   0.000000000E+000   0.000000000E+000   8.129720083E-059   2.664228351E-058   6.977748928E-200   2.354086887E-200   1.371390826E-059   5.299669110E-061   1.019873749E-058   2.578336581E-060   0.000000000E+000   0.000000000E+000   3.259736425E-260   1.797902728E-260   2.492718736E-066   1.956116085E-067   0.000000000E+000   0.000000000E+000   0.000000000E+000   2.040491117E-321   1.017775230E-321   3.865112133E-064 
  1.577674316E-035   9.998918244E-050   4.575000000E+001   3.699202355E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   9.769818542E-061   0.000000000E+000   0.000000000E+000   8.367621590E-059   2.742192160E-058   7.181940089E-200   2.422974969E-200   1.411522090E-059   5.454754310E-061   1.049718503E-058   2.653786923E-060   0.000000000E+000   0.000000000E+000   3.355126697E-260   1.850515089E-260   2.565663627E-066   2.013358273E-067   0.000000000E+000   0.000000000E+000   0.000000000E+000   2.099778995E-321   1.047419169E-321   3.978217627E-064 
  1.622529362E-035   1.028319868E-049   4.575000000E+001   3.804375110E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.004758619E-060   0.000000000E+000   0.000000000E+000   8.605523096E-059   2.820155968E-058   7.386131250E-200   2.491863050E-200   1.451653354E-059   5.609839510E-061   1.079563258E-058   2.729237264E-060   0.000000000E+000   0.000000000E+000   3.450516968E-260   1.903127450E-260   2.638608517E-066   2.070600461E-067   0.000000000E+000   0.000000000E+000   0.000000000E+000   2.159066872E-321   1.077063108E-321   4.091323120E-064 
  1.653246881E-035   1.047787889E-049   4.575000000E+001   3.876399251E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.023780633E-060   0.000000000E+000   0.000000000E+000   8.768442208E-059   2.873546947E-058   7.525964928E-200   2.539038812E-200   1.479135945E-059   5.716044567E-061   1.100001468E-058   2.780906977E-060   0.000000000E+000   0.000000000E+000   3.515841894E-260   1.939157314E-260   2.688562454E-066   2.109800912E-067   0.000000000E+000   0.000000000E+000   0.000000000E+000   2.198592124E-321   1.096825734E-321   4.168779739E-064 
  1.683964401E-035   1.067255910E-049   4.575000000E+001   3.948423393E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.042802647E-060   0.000000000E+000   0.000000000E+000   8.931361320E-059   2.926937927E-058   7.665798605E-200   2.586214575E-200   1.506618537E-059   5.822249624E-061   1.120439678E-058   2.832576691E-060   0.000000000E+000   0.000000000E+000   3.581166820E-260   1.975187179E-260   2.738516391E-066   2.149001363E-067   0.000000000E+000   0.000000000E+000   0.000000000E+000   2.238117376E-321   1.116588360E-321   4.246236359E-064 
  1.714681921E-035   1.086723931E-049   4.575000000E+001   4.020447535E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.061824661E-060   0.000000000E+000   0.000000000E+000   9.094280431E-059   2.980328906E-058   7.805632283E-200   2.633390338E-200   1.534101128E-059   5.928454680E-061   1.140877887E-058   2.884246404E-060   0.000000000E+000   0.000000000E+000   3.646491746E-260   2.011217044E-260   2.788470327E-066   2.188201814E-067   0.000000000E+000   0.000000000E+000   0.000000000E+000   2.277642627E-321   1.136350985E-321   4.323692979E-064 
  1.745399440E-035   1.106191952E-049   4.575000000E+001   4.092471676E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.080846675E-060   0.000000000E+000   0.000000000E+000   9.257199543E-059   3.033719885E-058   7.945465960E-200   2.680566100E-200   1.561583720E-059   6.034659737E-061   1.161316097E-058   2.935916117E-060   0.000000000E+000   0.000000000E+000   3.711816672E-260   2.047246909E-260   2.838424264E-066   2.227402265E-067   0.000000000E+000   0.000000000E+000   0.000000000E+000   2.317167879E-321   1.156113611E-321   4.401149598E-064 
  1.776116960E-035   1.125659973E-049   4.575000000E+001   4.164495818E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.099868689E-060   0.000000000E+000   0.000000000E+000   9.420118655E-059   3.087110864E-058   8.085299638E-200   2.727741863E-200   1.589066311E-059   6.140864794E-061   1.181754307E-058   2.987585831E-060   0.000000000E+000   0.000000000E+000   3.777141598E-260   2.083276774E-260   2.888378201E-066   2.266602717E-067   0.000000000E+000   0.000000000E+000   0.000000000E+000   2.356693131E-321   1.175876237E-321   4.478606218E-064 
  1.806834480E-035   1.145127994E-049   4.575000000E+001   4.236519959E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.118890703E-060   0.000000000E+000   0.000000000E+000   9.583037767E-059   3.140501844E-058   8.225133316E-200   2.774917625E-200   1.616548902E-059   6.247069851E-061   1.202192517E-058   3.039255544E-060   0.000000000E+000   0.000000000E+000   3.842466524E-260   2.119306638E-260   2.938332138E-066   2.305803168E-067   0.000000000E+000   0.000000000E+000   0.000000000E+000   2.396218382E-321   1.195638863E-321   4.556062837E-064 
  1.827615720E-035   1.158298641E-049   4.575000000E+001   4.285246255E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.131759615E-060   0.000000000E+000   0.000000000E+000   9.693256988E-059   3.176622297E-058   8.319734612E-200   2.806833315E-200   1.635141625E-059   6.318920468E-061   1.216019523E-058   3.074211514E-060   0.000000000E+000   0.000000000E+000   3.886660618E-260   2.143681824E-260   2.972127338E-066   2.332323342E-067   0.000000000E+000   0.000000000E+000   0.000000000E+000   2.425862321E-321   1.210460832E-321   4.608464352E-064 
  1.848396959E-035   1.171469288E-049   4.575000000E+001   4.333972551E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.144628526E-060   0.000000000E+000   0.000000000E+000   9.803476210E-059   3.212742750E-058   8.414335908E-200   2.838749005E-200   1.653734347E-059   6.390771085E-061   1.229846530E-058   3.109167484E-060   0.000000000E+000   0.000000000E+000   3.930854712E-260   2.168057010E-260   3.005922538E-066   2.358843516E-067   0.000000000E+000   0.000000000E+000   0.000000000E+000   2.455506260E-321   1.225282802E-321   4.660865868E-064 
  1.869178199E-035   1.184639936E-049   4.575000000E+001   4.382698846E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.157497437E-060   0.000000000E+000   0.000000000E+000   9.913695432E-059   3.248863204E-058   8.508937204E-200   2.870664695E-200   1.672327070E-059   6.462621702E-061   1.243673536E-058   3.144123454E-060   0.000000000E+000   0.000000000E+000   3.975048806E-260   2.192432196E-260   3.039717739E-066   2.385363690E-067   0.000000000E+000   0.000000000E+000   0.000000000E+000   2.485150199E-321   1.240104771E-321   4.713267383E-064 
  1.889959439E-035   1.197810583E-049   4.575000000E+001   4.431425142E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.170366348E-060   0.000000000E+000   0.000000000E+000   1.002391465E-058   3.284983657E-058   8.603538500E-200   2.902580385E-200   1.690919792E-059   6.534472319E-061   1.257500542E-058   3.179079424E-060   0.000000000E+000   0.000000000E+000   4.019242899E-260   2.216807382E-260   3.073512939E-066   2.411883864E-067   0.000000000E+000   0.000000000E+000   0.000000000E+000   2.514794137E-321   1.254926740E-321   4.765668898E-064 
  1.910740679E-035   1.210981230E-049   4.575000000E+001   4.480151438E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.183235260E-060   0.000000000E+000   0.000000000E+000   1.013413387E-058   3.321104111E-058   8.698139796E-200   2.934496075E-200   1.709512515E-059   6.606322936E-061   1.271327549E-058   3.214035394E-060   0.000000000E+000   0.000000000E+000   4.063436993E-260   2.241182568E-260   3.107308139E-066   2.438404039E-067   0.000000000E+000   0.000000000E+000   0.000000000E+000   2.544438076E-321   1.269748710E-321   4.818070413E-064 
  1.931521918E-035   1.224151877E-049   4.575000000E+001   4.528877734E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.196104171E-060   0.000000000E+000   0.000000000E+000   1.024435310E-058   3.357224564E-058   8.792741092E-200   2.966411764E-200   1.728105237E-059   6.678173553E-061   1.285154555E-058   3.248991364E-060   0.000000000E+000   0.000000000E+000   4.107631087E-260   2.265557755E-260   3.141103340E-066   2.464924213E-067   0.000000000E+000   0.000000000E+000   0.000000000E+000   2.574082015E-321   1.284570679E-321   4.870471929E-064 
