          distance              timeN                 Tn                 Ti                 Te         Total_heat       heat_chemist       heat_diff_in       heat_diff_an       heat_diff_en       heat_diff_gn       heat_inel_en       heat_ther_in       heat_ther_gn       heat_phot_el       heat_ioni_cr    heat_photo_chem         heat_h2int          heat_visc         heat_compr 
  8.800115522E-041   5.577300382E-055   4.575000000E+001   4.575000000E+001   4.575000000E+001   2.013717111E-021   1.553876682E-021   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000  -0.000000000E+000   1.822041522E-026  -7.221607005E-024   3.539878660E-022   1.098535613E-022   0.000000000E+000   3.226076393E-024   2.109753506E-093  -5.468094778E-027 
  1.760023104E-040   1.115460076E-054   4.575000000E+001   4.575000000E+001   4.575000000E+001   2.013717111E-021   1.553876682E-021   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000  -0.000000000E+000   1.822041522E-026  -7.221607005E-024   3.539878660E-022   1.098535613E-022   0.000000000E+000   3.226076393E-024   2.109740847E-093  -5.468094778E-027 
  1.056013863E-039   6.692760459E-054   4.575000000E+001   4.575000000E+001   4.575000000E+001   2.013717111E-021   1.553876682E-021   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000  -0.000000000E+000   1.822041522E-026  -7.221607005E-024   3.539878660E-022   1.098535613E-022   0.000000000E+000   3.226076393E-024   2.109614260E-093  -5.468094778E-027 
  9.856129385E-039   6.246576428E-053   4.575000000E+001   4.575000000E+001   4.575000000E+001   2.013717111E-021   1.553876682E-021   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000  -0.000000000E+000   1.822041522E-026  -7.221607005E-024   3.539878660E-022   1.098535613E-022   0.000000000E+000   3.226076393E-024   2.108348473E-093  -5.468094778E-027 
  3.467132728E-038   2.197384868E-052   4.575000000E+001   4.575000000E+001   4.575000000E+001   2.013717111E-021   1.553876682E-021   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000  -0.000000000E+000   1.822041522E-026  -7.221607005E-024   3.539878660E-022   1.098535613E-022   0.000000000E+000   3.226076393E-024   2.104780493E-093  -5.468094778E-027 
  8.575869513E-038   5.435178685E-052   4.575000000E+001   4.575000000E+001   4.575000000E+001   2.013717111E-021   1.553876682E-021   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000  -0.000000000E+000   1.822041522E-026  -7.221607005E-024   3.539878660E-022   1.098535613E-022   0.000000000E+000   3.226076393E-024   2.097441521E-093  -5.468094778E-027 
  1.790352093E-037   1.134681856E-051   4.575000000E+001   4.575000000E+001   4.575000000E+001   2.013717111E-021   1.553876682E-021   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000  -0.000000000E+000   1.822041522E-026  -7.221607005E-024   3.539878660E-022   1.098535613E-022   0.000000000E+000   3.226076393E-024   2.084064060E-093  -5.468094778E-027 
  3.353041999E-037   2.125076924E-051   4.575000000E+001   4.575000000E+001   4.575000000E+001   2.013717111E-021   1.553876682E-021   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000  -0.000000000E+000   1.822041522E-026  -7.221607005E-024   3.539878660E-022   1.098535613E-022   0.000000000E+000   3.226076393E-024   2.061716317E-093  -5.468094778E-027 
  4.915731906E-037   3.115471993E-051   4.575000000E+001   4.575000000E+001   4.575000000E+001   2.013717111E-021   1.553876682E-021   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000  -0.000000000E+000   1.822041522E-026  -7.221607005E-024   3.539878660E-022   1.098535613E-022   0.000000000E+000   3.226076393E-024   2.039449106E-093  -5.468094778E-027 
  6.478421813E-037   4.105867061E-051   4.575000000E+001   4.575000000E+001   4.575000000E+001   2.013717111E-021   1.553876682E-021   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000  -0.000000000E+000   1.822041522E-026  -7.221607005E-024   3.539878660E-022   1.098535613E-022   0.000000000E+000   3.226076393E-024   2.017262659E-093  -5.468094778E-027 
