          distance              timeN                 Tn                 nH                 NH                NH2                NCO                 Av               N(H)              N(H2)              N(He)               N(C)              N(CH)             N(CH2)             N(CH3)             N(CH4)               N(O)              N(O2)              N(OH)             N(H2O)              N(CO)             N(HCO)             N(CO2)              N(C2)             N(C2H)            N(C2H2)              N(C3)             N(C3H)            N(C3H2)           N(CH3OH)            N(H2CO)           N(HCO2H)               N(N)              N(NH)             N(NH2)             N(NH3)              N(CN)             N(HCN)             N(HNC)              N(N2)              N(NO)               N(S)              N(SH)             N(H2S)              N(CS)              N(SO)             N(SO2)             N(OCS)              N(Si)             N(SiH)            N(SiH2)            N(SiH3)            N(SiH4)             N(SiO)            N(SiO2)              N(Mg)              N(Fe)          N(C54H18)               N(G)            N(H2O*)             N(O2*)             N(CO*)            N(CO2*)            N(CH4*)            N(NH3*)          N(CH3OH*)           N(H2CO*)          N(HCO2H*)            N(OCS*)            N(H2S*)           N(SiH4*)            N(SiO*)           N(SiO2*)             N(Fe*)             N(O**)            N(Si**)            N(Mg**)            N(Fe**)             N(C**)              N(H+)             N(H2+)             N(H3+)             N(He+)              N(C+)             N(CH+)            N(CH2+)            N(CH3+)            N(CH4+)            N(CH5+)              N(O+)             N(O2+)             N(OH+)            N(H2O+)            N(H3O+)             N(CO+)            N(HCO+)           N(H2CO+)           N(H3CO+)          N(CH3OH+)           N(CH5O+)           N(HCO2+)             N(C2+)            N(C2H+)           N(C2H2+)           N(C2H3+)             N(C3+)            N(C3H+)           N(C3H2+)           N(C3H3+)              N(N+)             N(NH+)            N(NH2+)            N(NH3+)            N(NH4+)             N(CN+)            N(C2N+)            N(HCN+)           N(H2CN+)           N(H2NC+)             N(N2+)            N(N2H+)             N(NO+)            N(HNO+)              N(S+)             N(SH+)            N(H2S+)            N(H3S+)             N(CS+)            N(HCS+)             N(SO+)            N(HSO+)           N(HSO2+)           N(HOCS+)             N(Si+)            N(SiH+)           N(SiH2+)           N(SiH3+)           N(SiH4+)           N(SiH5+)            N(SiO+)           N(SiOH+)             N(Fe+)         N(C54H18+)              N(G+)             N(Mg+)         N(C54H18-)              N(G-)              N(H-)          N(ELECTR) 
  1.083491048E-040   6.866904215E-055   4.510000000E+001   8.000120186E+003   1.000000000E+001   1.000000000E+001   1.000000000E+001   1.000000000E-001   2.613380408E-039   4.320962300E-037   8.667928385E-038   4.917315773E-041   4.985792407E-044   6.662169757E-044   1.552425974E-047   5.927129430E-048   9.430706083E-041   4.587067701E-045   4.292358136E-044   7.459619168E-045   1.314924736E-041   3.332818464E-046   2.512832439E-047   1.481348961E-044   2.942761687E-045   6.266912222E-048   3.940440244E-048   1.054886884E-047   4.950253901E-048   1.083491048E-060   1.132898240E-048   8.667928385E-057   5.537939445E-041   4.672880192E-046   3.465437768E-046   1.194440531E-047   3.057178341E-045   2.886420152E-046   6.267779015E-047   7.747394391E-047   5.208558167E-046   2.314336879E-043   9.066653091E-048   2.856949196E-051   3.456769840E-047   2.739065370E-048   1.977154465E-052   4.373836663E-054   5.245830259E-043   3.723742034E-047   5.940998115E-052   7.626910186E-059   1.042751785E-058   4.494320868E-046   1.576696173E-051   8.667928385E-057   6.298116765E-045   5.694828949E-043   2.708689113E-047   8.927966237E-041   8.667928385E-057   7.168376775E-042   1.161502404E-041   1.343528900E-042   1.343528900E-041   1.612234680E-041   5.374115599E-042   6.275580151E-042   1.794261176E-043   1.560227109E-041   8.667928385E-057   8.667928385E-057   8.667928385E-057   8.667928385E-057   1.212643181E-040   2.921091866E-041   3.207133503E-041   2.799740868E-041   1.412005534E-040   2.015293350E-044   9.881438359E-047   3.352754699E-044   3.449835497E-044   9.205339945E-042   1.141566168E-047   3.239204838E-047   9.344026799E-046   1.046218956E-051   3.365756592E-049   1.679844521E-049   1.765657012E-048   6.031144570E-048   7.199581317E-048   6.754049798E-047   5.901125645E-049   1.630437329E-046   4.281956622E-051   3.049377206E-053   1.083491048E-060   1.083491048E-060   8.589050237E-052   3.453302669E-049   7.144973368E-049   5.950532836E-047   6.135159711E-051   1.960685401E-049   2.638517400E-048   2.085503569E-051   2.582175866E-049   3.435100019E-048   4.573199016E-050   2.304802158E-049   2.757268019E-048   6.405599077E-050   7.723990984E-051   1.327059836E-048   2.825744654E-050   1.530756153E-048   8.346348242E-051   1.985822393E-054   3.464570976E-052   2.433954291E-048   2.166982096E-051   2.885553359E-043   3.228803323E-048   8.280471986E-050   9.838098717E-053   4.615671865E-050   2.896821666E-049   1.320125493E-048   2.973966229E-053   1.465746690E-057   2.069034506E-055   2.075102055E-042   3.762747712E-048   1.815930997E-048   3.022506628E-053   1.083491048E-060   3.826890382E-060   4.037521042E-049   7.615641879E-048   6.703775813E-045   4.913848602E-045   4.379841949E-048   8.667928385E-057   2.923692244E-043   2.872510631E-047   8.667928385E-057   1.137781804E-041 
  2.166982096E-040   1.373380843E-054   4.510000000E+001   8.000120186E+003   1.000000000E+001   1.000000000E+001   1.000000000E+001   1.000000000E-001   5.226760816E-039   8.641924600E-037   1.733585677E-037   9.834631546E-041   9.971584814E-044   1.332433951E-043   3.104851948E-047   1.185425886E-047   1.886141217E-040   9.174135403E-045   8.584716273E-044   1.491923834E-044   2.629849472E-041   6.665636928E-046   5.025664878E-047   2.962697922E-044   5.885523374E-045   1.253382444E-047   7.880880488E-048   2.109773769E-047   9.900507802E-048   2.166982096E-060   2.265796480E-048   1.733585677E-056   1.107587889E-040   9.345760385E-046   6.930875537E-046   2.388881063E-047   6.114356683E-045   5.772840305E-046   1.253555803E-046   1.549478878E-046   1.041711633E-045   4.628673758E-043   1.813330618E-047   5.713898392E-051   6.913539680E-047   5.478130739E-048   3.954308929E-052   8.747673326E-054   1.049166052E-042   7.447484069E-047   1.188199623E-051   1.525382037E-058   2.085503569E-058   8.988641735E-046   3.153392347E-051   1.733585677E-056   1.259623353E-044   1.138965790E-042   5.417378227E-047   1.785593247E-040   1.733585677E-056   1.433675355E-041   2.323004807E-041   2.687057799E-042   2.687057799E-041   3.224469359E-041   1.074823120E-041   1.255116030E-041   3.588522351E-043   3.120454219E-041   1.733585677E-056   1.733585677E-056   1.733585677E-056   1.733585677E-056   2.425286362E-040   5.842183732E-041   6.414267005E-041   5.599481737E-041   2.824011068E-040   4.030586699E-044   1.976287672E-046   6.705509399E-044   6.899670995E-044   1.841067989E-041   2.283132337E-047   6.478409675E-047   1.868805360E-045   2.092437912E-051   6.731513184E-049   3.359689042E-049   3.531314024E-048   1.206228914E-047   1.439916263E-047   1.350809960E-046   1.180225129E-048   3.260874659E-046   8.563913245E-051   6.098754412E-053   2.166982096E-060   2.166982096E-060   1.717810047E-051   6.906605337E-049   1.428994674E-048   1.190106567E-046   1.227031942E-050   3.921370801E-049   5.277034801E-048   4.171007139E-051   5.164351732E-049   6.870200038E-048   9.146398032E-050   4.609604315E-049   5.514536039E-048   1.281119815E-049   1.544798197E-050   2.654119672E-048   5.651489307E-050   3.061512306E-048   1.669269648E-050   3.971644786E-054   6.929141951E-052   4.867908581E-048   4.333964193E-051   5.771106719E-043   6.457606647E-048   1.656094397E-049   1.967619743E-052   9.231343730E-050   5.793643333E-049   2.640250986E-048   5.947932458E-053   2.931493380E-057   4.138069011E-055   4.150204111E-042   7.525495424E-048   3.631861993E-048   6.045013256E-053   2.166982096E-060   7.653780764E-060   8.075042084E-049   1.523128376E-047   1.340755163E-044   9.827697203E-045   8.759683898E-048   1.733585677E-056   5.847384489E-043   5.745021262E-047   1.733585677E-056   2.275563607E-041 
  1.300189258E-039   8.240285058E-054   4.510000000E+001   8.000120186E+003   1.000000000E+001   1.000000000E+001   1.000000000E+001   1.000000000E-001   3.136056490E-038   5.185154760E-036   1.040151406E-036   5.900778928E-040   5.982950889E-043   7.994603708E-043   1.862911169E-046   7.112555316E-047   1.131684730E-039   5.504481242E-044   5.150829764E-043   8.951543002E-044   1.577909683E-040   3.999382157E-045   3.015398927E-046   1.777618753E-043   3.531314024E-044   7.520294667E-047   4.728528293E-047   1.265864261E-046   5.940304681E-047   1.300189258E-059   1.359477888E-047   1.040151406E-055   6.645527334E-040   5.607456231E-045   4.158525322E-045   1.433328638E-046   3.668614010E-044   3.463704183E-045   7.521334818E-046   9.296873269E-046   6.250269800E-045   2.777204255E-042   1.087998371E-046   3.428339035E-050   4.148123808E-046   3.286878444E-047   2.372585358E-051   5.248603996E-053   6.294996310E-042   4.468490441E-046   7.129197738E-051   9.152292223E-058   1.251302142E-057   5.393185041E-045   1.892035408E-050   1.040151406E-055   7.557740118E-044   6.833794739E-042   3.250426936E-046   1.071355948E-039   1.040151406E-055   8.602052129E-041   1.393802884E-040   1.612234680E-041   1.612234680E-040   1.934681616E-040   6.448938719E-041   7.530696181E-041   2.153113411E-042   1.872272531E-040   1.040151406E-055   1.040151406E-055   1.040151406E-055   1.040151406E-055   1.455171817E-039   3.505310239E-040   3.848560203E-040   3.359689042E-040   1.694406641E-039   2.418352019E-043   1.185772603E-045   4.023305639E-043   4.139802597E-043   1.104640793E-040   1.369879402E-046   3.887045805E-046   1.121283216E-044   1.255462747E-050   4.038907910E-048   2.015813425E-048   2.118788414E-047   7.237373485E-047   8.639497580E-047   8.104859757E-046   7.081350774E-048   1.956524795E-045   5.138347947E-050   3.659252647E-052   1.300189258E-059   1.300189258E-059   1.030686028E-050   4.143963202E-048   8.573968041E-048   7.140639404E-046   7.362191653E-050   2.352822481E-048   3.166220881E-047   2.502604283E-050   3.098611039E-048   4.122120023E-047   5.487838819E-049   2.765762589E-048   3.308721623E-047   7.686718892E-049   9.268789181E-050   1.592471803E-047   3.390893584E-049   1.836907383E-047   1.001561789E-049   2.382986872E-053   4.157485171E-051   2.920745149E-047   2.600378516E-050   3.462664031E-042   3.874563988E-047   9.936566384E-049   1.180571846E-051   5.538806238E-049   3.476186000E-048   1.584150592E-047   3.568759475E-052   1.758896028E-056   2.482841407E-054   2.490122466E-041   4.515297254E-047   2.179117196E-047   3.627007954E-052   1.300189258E-059   4.592268458E-059   4.845025250E-048   9.138770255E-047   8.044530976E-044   5.896618322E-044   5.255810339E-047   1.040151406E-055   3.508430693E-042   3.447012757E-046   1.040151406E-055   1.365338164E-040 
  1.213509974E-038   7.690932721E-053   4.510000000E+001   8.000120186E+003   1.000000000E+001   1.000000000E+001   1.000000000E+001   1.000000000E-001   2.926986057E-037   4.839477776E-035   9.708079791E-036   5.507393666E-039   5.584087496E-042   7.461630128E-042   1.738717091E-045   6.638384961E-046   1.056239081E-038   5.137515826E-043   4.807441113E-042   8.354773468E-043   1.472715704E-039   3.732756680E-044   2.814372332E-045   1.659110836E-042   3.295893089E-043   7.018941689E-046   4.413293073E-046   1.181473311E-045   5.544284369E-046   1.213509974E-058   1.268846029E-046   9.708079791E-055   6.202492179E-039   5.233625816E-044   3.881290301E-044   1.337773395E-045   3.424039742E-043   3.232790571E-044   7.019912497E-045   8.677081718E-045   5.833585147E-044   2.592057304E-041   1.015465146E-045   3.199783099E-049   3.871582221E-045   3.067753214E-046   2.214413000E-050   4.898697063E-052   5.875329890E-041   4.170591078E-045   6.653917889E-050   8.542139408E-057   1.167881999E-056   5.033639372E-044   1.765899714E-049   9.708079791E-055   7.053890776E-043   6.378208423E-041   3.033731807E-045   9.999322185E-039   9.708079791E-055   8.028581988E-040   1.300882692E-039   1.504752368E-040   1.504752368E-039   1.805702841E-039   6.019009471E-040   7.028649769E-040   2.009572517E-041   1.747454362E-039   9.708079791E-055   9.708079791E-055   9.708079791E-055   9.708079791E-055   1.358160363E-038   3.271622890E-039   3.591989523E-039   3.135709773E-039   1.581446198E-038   2.257128552E-042   1.106721096E-044   3.755085263E-042   3.863815757E-042   1.030998074E-039   1.278554109E-045   3.627909418E-045   1.046531002E-043   1.171765231E-049   3.769647383E-047   1.881425864E-047   1.977535854E-046   6.754881919E-046   8.063531075E-046   7.564535773E-045   6.609260722E-047   1.826089809E-044   4.795791417E-049   3.415302471E-051   1.213509974E-058   1.213509974E-058   9.619736265E-050   3.867698989E-047   8.002370172E-047   6.664596777E-045   6.871378876E-049   2.195967649E-047   2.955139489E-046   2.335763998E-049   2.892036970E-047   3.847312021E-046   5.121982898E-048   2.581378417E-047   3.088140182E-046   7.174270966E-048   8.650869902E-049   1.486307016E-046   3.164834012E-048   1.714446891E-046   9.347910031E-049   2.224121080E-052   3.880319493E-050   2.726028805E-046   2.427019948E-049   3.231819763E-041   3.616259722E-046   9.274128625E-048   1.101867056E-050   5.169552489E-048   3.244440266E-047   1.478540552E-046   3.330842176E-051   1.641636293E-055   2.317318646E-053   2.324114302E-040   4.214277437E-046   2.033842716E-046   3.385207423E-051   1.213509974E-058   4.286117228E-058   4.522023567E-047   8.529518905E-046   7.508228911E-043   5.503510434E-043   4.905422983E-046   9.708079791E-055   3.274535314E-041   3.217211907E-045   9.708079791E-055   1.274315620E-039 
  4.268815862E-038   2.705472250E-052   4.510000000E+001   8.000120186E+003   1.000000000E+001   1.000000000E+001   1.000000000E+001   1.000000000E-001   1.029638386E-036   1.702403766E-034   3.415052690E-035   1.937359391E-038   1.964338307E-041   2.624809498E-041   6.116359368E-045   2.335213029E-045   3.715577327E-038   1.807245884E-042   1.691134092E-041   2.938994345E-042   5.180634931E-039   1.313087759E-043   9.900237748E-045   5.836325047E-042   1.159410388E-042   2.469083095E-045   1.552482953E-045   4.156119124E-045   1.950336591E-045   4.268815862E-058   4.463473866E-046   3.415052690E-054   2.181877164E-038   1.841054905E-043   1.365338065E-043   4.705942607E-045   1.204489084E-042   1.137212546E-043   2.469424600E-044   3.052374094E-044   2.052105161E-043   9.118190682E-041   3.572145114E-045   1.125601367E-048   1.361923013E-044   1.079156650E-045   7.789735186E-050   1.723235587E-051   2.066789888E-040   1.467106636E-044   2.340677114E-049   3.004904862E-056   4.108308386E-056   1.770704820E-043   6.211980843E-049   3.415052690E-054   2.481377285E-042   2.243689617E-040   1.067188794E-044   3.517504271E-038   3.415052690E-054   2.824248575E-039   4.576170605E-039   5.293331669E-040   5.293331669E-039   6.351998003E-039   2.117332668E-039   2.472498148E-039   7.069159068E-041   6.147094842E-039   3.415052690E-054   3.415052690E-054   3.415052690E-054   3.415052690E-054   4.777658713E-038   1.150872757E-038   1.263569495E-038   1.103062019E-038   5.563120832E-038   7.939997504E-042   3.893160067E-044   1.320942380E-041   1.359190971E-041   3.626785957E-039   4.497624393E-045   1.276205190E-044   3.681426800E-043   4.121968597E-049   1.326064960E-046   6.618372113E-047   6.956462329E-046   2.376193662E-045   2.836542764E-045   2.661009056E-044   2.324967871E-046   6.423714110E-044   1.687036029E-048   1.201415536E-050   4.268815862E-058   4.268815862E-058   3.383975710E-049   1.360556992E-046   2.815027932E-046   2.344433672E-044   2.417174294E-048   7.724849185E-047   1.039542039E-045   8.216616772E-049   1.017344196E-046   1.353385381E-045   1.801781799E-047   9.080625103E-047   1.086328261E-045   2.523723938E-047   3.043153452E-048   5.228445668E-046   1.113307177E-047   6.030983050E-046   3.288354235E-048   7.823885713E-052   1.364996560E-049   9.589467953E-046   8.537631725E-049   1.136871040E-040   1.272107127E-045   3.262399835E-047   3.876084803E-050   1.818515557E-047   1.141310609E-046   5.201125247E-046   1.171704578E-050   5.774854099E-055   8.151730771E-053   8.175636140E-040   1.482474373E-045   7.154535385E-046   1.190828873E-050   4.268815862E-058   1.507745763E-057   1.590731543E-046   3.000465293E-045   2.641201750E-042   1.935993370E-042   1.725601593E-045   3.415052690E-054   1.151897272E-040   1.131732373E-044   3.415052690E-054   4.482714481E-039 
  1.055881349E-037   6.691920618E-052   4.510000000E+001   8.000120186E+003   1.000000000E+001   1.000000000E+001   1.000000000E+001   1.000000000E-001   2.546785813E-036   4.210854819E-034   8.447050790E-035   4.792011913E-038   4.858743615E-041   6.492403238E-041   1.512866797E-044   5.776093330E-045   9.190391260E-038   4.470179278E-042   4.182979551E-041   7.269531910E-042   1.281417605E-038   3.247891029E-043   2.448800024E-044   1.443600980E-041   2.867773743E-042   6.107217721E-045   3.840029289E-045   1.028006081E-044   4.824110706E-045   1.055881349E-057   1.104029538E-045   8.447050790E-054   5.396820750E-038   4.553805081E-043   3.377130906E-043   1.164003599E-044   2.979274814E-042   2.812867913E-043   6.108062427E-044   7.549973996E-044   5.075832820E-043   2.255362561E-040   8.835615127E-045   2.784147941E-048   3.368683855E-044   2.669268050E-045   1.926772285E-049   4.262381829E-051   5.112155138E-040   3.628853020E-044   5.789608612E-049   7.432559991E-056   1.016180210E-055   4.379795835E-043   1.536518539E-048   8.447050790E-054   6.137627104E-042   5.549712369E-040   2.639665846E-044   8.700462314E-038   8.447050790E-054   6.985711004E-039   1.131904806E-038   1.309292873E-039   1.309292873E-038   1.571151447E-038   5.237171490E-039   6.115664772E-039   1.748539514E-040   1.520469142E-038   8.447050790E-054   8.447050790E-054   8.447050790E-054   8.447050790E-054   1.181742406E-037   2.846656116E-038   3.125408792E-038   2.728397405E-038   1.376024574E-037   1.963939309E-041   9.629637901E-044   3.267319246E-041   3.361926215E-041   8.970767939E-039   1.112476589E-044   3.156662880E-044   9.105920752E-043   1.019559030E-048   3.279989822E-046   1.637038443E-046   1.720664246E-045   5.877457940E-045   7.016120387E-045   6.581941976E-044   5.750752178E-046   1.588890254E-043   4.172843090E-048   2.971672468E-050   1.055881349E-057   1.055881349E-057   8.370182628E-049   3.365305035E-046   6.962903967E-046   5.798900368E-044   5.978822549E-048   1.910722889E-046   2.571282261E-045   2.032360420E-048   2.516376430E-046   3.347566228E-045   4.456663997E-047   2.246070805E-046   2.687006856E-045   6.242370534E-047   7.527166959E-048   1.293243476E-045   2.753738558E-047   1.491749170E-045   8.133665206E-048   1.935219336E-051   3.376286201E-049   2.371931862E-045   2.111762698E-048   2.812023208E-040   3.146526419E-045   8.069467620E-047   9.587402647E-050   4.498054546E-047   2.823004374E-046   1.286485835E-045   2.898183126E-050   1.428396289E-054   2.016311024E-052   2.022223959E-039   3.666864748E-045   1.769657141E-045   2.945486611E-050   1.055881349E-057   3.729372924E-057   3.934636258E-046   7.421578824E-045   6.532949081E-042   4.788633093E-042   4.268234087E-045   8.447050790E-054   2.849190232E-040   2.799312837E-044   8.447050790E-054   1.108788658E-038 
  2.204323864E-037   1.397047152E-051   4.510000000E+001   8.000120186E+003   1.000000000E+001   1.000000000E+001   1.000000000E+001   1.000000000E-001   5.316829161E-036   8.790843571E-034   1.763459091E-034   1.000410343E-037   1.014341669E-040   1.355394658E-040   3.158355233E-044   1.205853327E-044   1.918643491E-037   9.332225512E-042   8.732649421E-041   1.517632894E-041   2.675167442E-038   6.780500207E-043   5.112267906E-044   3.013751587E-041   5.986943615E-042   1.274980923E-044   8.016685030E-045   2.146129714E-044   1.007111487E-044   2.204323864E-057   2.304841032E-045   1.763459091E-053   1.126674014E-037   9.506807962E-043   7.050309448E-043   2.430046628E-044   6.219720215E-042   5.872318774E-043   1.275157269E-043   1.576179736E-043   1.059662568E-042   4.708435774E-040   1.844578210E-044   5.812361165E-048   7.032674857E-044   5.572530729E-045   4.022450188E-049   8.898414575E-051   1.067245442E-039   7.575820257E-044   1.208674861E-048   1.551667655E-055   2.121441287E-055   9.143535389E-043   3.207732087E-048   1.763459091E-053   1.281329376E-041   1.158592623E-039   5.510731320E-044   1.816362864E-037   1.763459091E-053   1.458380669E-038   2.363035183E-038   2.733361592E-039   2.733361592E-038   3.280033910E-038   1.093344637E-038   1.276744382E-038   3.650360319E-040   3.174226365E-038   1.763459091E-053   1.763459091E-053   1.763459091E-053   1.763459091E-053   2.467079269E-037   5.942857138E-038   6.524798638E-038   5.695972865E-038   2.872674860E-037   4.100042388E-041   2.010343364E-043   6.821059766E-041   7.018567184E-041   1.872793555E-038   2.322475623E-044   6.590046625E-044   1.901008901E-042   2.128495123E-048   6.847511652E-046   3.417583719E-046   3.592166169E-045   1.227014836E-044   1.464729121E-044   1.374087324E-043   1.200562949E-045   3.317066551E-043   8.711487912E-048   6.203849084E-050   2.204323864E-057   2.204323864E-057   1.747411614E-048   7.025621020E-046   1.453619329E-045   1.210614666E-043   1.248176345E-047   3.988944465E-046   5.367969474E-045   4.242882574E-048   5.253344633E-046   6.988588379E-045   9.304010166E-047   4.689037724E-046   5.609563370E-045   1.303196269E-046   1.571418396E-047   2.699855869E-045   5.748876638E-047   3.114268755E-045   1.698034759E-047   4.040084778E-051   7.048545988E-049   4.951793129E-045   4.408647729E-048   5.870555315E-040   6.568885116E-045   1.684632470E-046   2.001526069E-049   9.390419662E-047   5.893480284E-046   2.685748196E-045   6.050428143E-050   2.982009324E-054   4.209376851E-052   4.221721065E-039   7.655175916E-045   3.694446797E-045   6.149181852E-050   2.204323864E-057   7.785671889E-057   8.214192448E-046   1.549375158E-044   1.363859261E-041   9.997049589E-042   8.910632115E-045   1.763459091E-053   5.948147515E-040   5.844020350E-044   1.763459091E-053   2.314776468E-038 
  4.128344658E-037   2.616444998E-051   4.510000000E+001   8.000120186E+003   1.000000000E+001   1.000000000E+001   1.000000000E+001   1.000000000E-001   9.957567315E-036   1.646383850E-033   3.302675726E-034   1.873607940E-037   1.899699078E-040   2.538436563E-040   5.915092226E-044   2.258369662E-044   3.593311190E-037   1.747775994E-041   1.635485020E-040   2.842282730E-041   5.010159077E-038   1.269878817E-042   9.574456931E-044   5.644272816E-041   1.121258409E-041   2.387834550E-044   1.501396385E-044   4.019356359E-044   1.886158107E-044   4.128344658E-057   4.316597174E-045   3.302675726E-053   2.110079522E-037   1.780472484E-042   1.320409755E-042   4.551087151E-044   1.164853729E-041   1.099791017E-042   2.388164818E-043   2.951931564E-043   1.984577844E-042   8.818144189E-040   3.454598810E-044   1.088561919E-047   1.317107080E-043   1.043645530E-044   7.533403332E-049   1.666530171E-050   1.998779350E-039   1.418829492E-043   2.263653943E-048   2.906024372E-055   3.973118899E-055   1.712437364E-042   6.007567146E-048   3.302675726E-053   2.399724183E-041   2.169857952E-039   1.032071492E-043   3.401755998E-037   3.302675726E-053   2.731312826E-038   4.425585473E-038   5.119147376E-039   5.119147376E-038   6.142976851E-038   2.047658950E-038   2.391137226E-038   6.836538753E-040   5.944816307E-038   3.302675726E-053   3.302675726E-053   3.302675726E-053   3.302675726E-053   4.620443341E-037   1.113001720E-037   1.221990019E-037   1.066764260E-037   5.380058758E-037   7.678721064E-041   3.765050328E-043   1.277474971E-040   1.314464939E-040   3.507441621E-038   4.349623932E-044   1.234209919E-043   3.560284433E-042   3.986329602E-048   1.282428985E-045   6.400585558E-046   6.727550455E-045   2.298001770E-044   2.743202458E-044   2.573444926E-043   2.248461634E-045   6.212333041E-043   1.631521809E-047   1.161881321E-049   4.128344658E-057   4.128344658E-057   3.272621377E-048   1.315786009E-045   2.722395601E-045   2.267286886E-043   2.337633879E-047   7.470652493E-046   1.005334491E-044   7.946237798E-048   9.838670989E-046   1.308850390E-044   1.742491713E-046   8.781814756E-046   1.050581149E-044   2.440677362E-046   2.943014340E-047   5.056396537E-045   1.076672287E-046   5.832525333E-045   3.180146457E-047   7.566430089E-051   1.320079488E-048   9.273913439E-045   8.256689316E-048   1.099460749E-039   1.230246708E-044   3.155046121E-046   3.748536949E-049   1.758674824E-046   1.103754228E-045   5.029975131E-045   1.133148042E-049   5.584824653E-054   7.883486959E-052   7.906605689E-039   1.433691533E-044   6.919105647E-045   1.151643026E-049   4.128344658E-057   1.458131333E-056   1.538386353E-045   2.901730893E-044   2.554289407E-041   1.872286869E-041   1.668818320E-044   3.302675726E-053   1.113992522E-039   1.094491176E-043   3.302675726E-053   4.335204650E-038 
  6.052365452E-037   3.835842844E-051   4.510000000E+001   8.000120186E+003   1.000000000E+001   1.000000000E+001   1.000000000E+001   1.000000000E-001   1.459830547E-035   2.413683342E-033   4.841892361E-034   2.746805537E-037   2.785056486E-040   3.721478469E-040   8.671829219E-044   3.310885997E-044   5.267978889E-037   2.562329438E-041   2.397705097E-040   4.166932566E-041   7.345150712E-038   1.861707613E-042   1.403664596E-043   8.274794045E-041   1.643822457E-041   3.500688177E-044   2.201124267E-044   5.892583004E-044   2.765204727E-044   6.052365452E-057   6.328353316E-045   4.841892361E-053   3.093485030E-037   2.610264172E-042   1.935788566E-042   6.672127674E-044   1.707735436E-041   1.612350156E-042   3.501172366E-043   4.327683392E-043   2.909493120E-042   1.292785260E-039   5.064619410E-044   1.595887722E-047   1.930946674E-043   1.530037986E-044   1.104435648E-048   2.443218885E-050   2.930313257E-039   2.080076958E-043   3.318633024E-048   4.260381089E-055   5.824796511E-055   2.510521189E-042   8.807402205E-048   4.841892361E-053   3.518118990E-041   3.181123281E-039   1.513069853E-043   4.987149132E-037   4.841892361E-053   4.004244983E-038   6.488135764E-038   7.504933160E-039   7.504933160E-038   9.005919792E-038   3.001973264E-038   3.505530070E-038   1.002271719E-039   8.715406250E-038   4.841892361E-053   4.841892361E-053   4.841892361E-053   4.841892361E-053   6.773807413E-037   1.631717726E-037   1.791500174E-037   1.563931233E-037   7.887442656E-037   1.125739974E-040   5.519757292E-043   1.872843965E-040   1.927073160E-040   5.142089688E-038   6.376772240E-044   1.809415175E-043   5.219559965E-042   5.844164080E-048   1.880106804E-045   9.383587396E-046   9.862934740E-045   3.368988705E-044   4.021675795E-044   3.772802528E-043   3.296360320E-045   9.107599531E-043   2.391894826E-047   1.703377733E-049   6.052365452E-057   6.052365452E-057   4.797831141E-048   1.929009917E-045   3.991171873E-045   3.323959106E-043   3.427091413E-047   1.095236052E-045   1.473872035E-044   1.164959302E-047   1.442399734E-045   1.918841943E-044   2.554582410E-046   1.287459179E-045   1.540205960E-044   3.578158455E-046   4.314610283E-047   7.412937205E-045   1.578456910E-046   8.550781910E-045   4.662258155E-047   1.109277540E-050   1.935304377E-048   1.359603375E-044   1.210473090E-047   1.611865967E-039   1.803604905E-044   4.625459773E-046   5.495547830E-049   2.578307682E-046   1.618160427E-045   7.374202066E-045   1.661253269E-049   8.187639983E-054   1.155759707E-051   1.159149031E-038   2.101865474E-044   1.014376450E-044   1.688367866E-049   6.052365452E-057   2.137695477E-056   2.255353462E-045   4.254086629E-044   3.744719552E-041   2.744868780E-041   2.446573429E-044   4.841892361E-053   1.633170293E-039   1.604580318E-043   4.841892361E-053   6.355632832E-038 
