          distance              timeN                 Tn               Mass          Mass_cons         Moment_kin         Moment_the         Moment_mag         Moment_vis             Moment           Mom_cons         Energy_kin         Energy_the         Energy_int         Energy_mag         Energy_vis             Energy         Energ_gain         Energ_cons          Energ_pho          magn_corr 
  1.083491048E-040   6.866904215E-055   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   2.637153856E-063   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   1.318576928E-056   1.193701034E+000   3.955746608E-062   3.313850365E-062   1.094195658E-003   0.000000000E+000 
  2.166982096E-040   1.373380843E-054   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   2.637143307E-063   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   1.318571654E-056   1.193701034E+000   1.186723982E-061   9.941551096E-062   1.094195658E-003   0.000000000E+000 
  1.300189258E-039   8.240285058E-054   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   2.637037819E-063   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   1.318518909E-056   1.193701034E+000   9.098217197E-061   7.621855840E-061   1.094195658E-003   0.000000000E+000 
  1.213509974E-038   7.690932721E-053   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   2.635982883E-063   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   1.317991441E-056   1.193701034E+000   8.821314935E-060   7.389886315E-060   1.094195658E-003   0.000000000E+000 
  4.268815862E-038   2.705472250E-052   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   2.633008109E-063   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   1.316504054E-056   1.193701034E+000   3.113071181E-059   2.607915293E-059   1.094195658E-003   0.000000000E+000 
  1.055881349E-037   6.691920618E-052   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   2.626884012E-063   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   1.313442006E-056   1.193701034E+000   7.705935481E-059   6.455498706E-059   1.094195658E-003   0.000000000E+000 
  2.204323864E-037   1.397047152E-051   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   2.615702612E-063   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   1.307851306E-056   1.193701034E+000   1.609169481E-058   1.348050672E-058   1.094195658E-003   0.000000000E+000 
  4.128344658E-037   2.616444998E-051   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   2.596969975E-063   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   1.298484987E-056   1.193701034E+000   3.014061334E-058   2.524971704E-058   1.094195658E-003   0.000000000E+000 
  6.052365452E-037   3.835842844E-051   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   2.578237403E-063   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   1.289118702E-056   1.193701034E+000   4.418953186E-058   3.701892735E-058   1.094195658E-003   0.000000000E+000 
  7.976386245E-037   5.055240689E-051   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   2.559504847E-063   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   1.279752423E-056   1.193701034E+000   5.823845038E-058   4.878813767E-058   1.094195658E-003   0.000000000E+000 
  1.434905977E-036   9.094087042E-051   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   2.497452845E-063   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   1.248726423E-056   1.193701034E+000   1.047707807E-057   8.776969921E-058   1.094195658E-003   0.000000000E+000 
  2.072173329E-036   1.313293340E-050   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   2.435400652E-063   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   1.217700326E-056   1.193701034E+000   1.513031110E-057   1.267512607E-057   1.094195658E-003   0.000000000E+000 
  2.709440682E-036   1.717177975E-050   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   2.373352674E-063   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   1.186676337E-056   1.193701034E+000   1.978354413E-057   1.657328223E-057   1.094195658E-003   0.000000000E+000 
  3.346708034E-036   2.121062610E-050   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   2.311307254E-063   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   1.155653627E-056   1.193701034E+000   2.443677716E-057   2.047143838E-057   1.094195658E-003   0.000000000E+000 
  3.983975387E-036   2.524947245E-050   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   2.249262614E-063   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   1.124631307E-056   1.193701034E+000   2.909001020E-057   2.436959454E-057   1.094195658E-003   0.000000000E+000 
  4.621242739E-036   2.928831881E-050   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   2.187217941E-063   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   1.093608971E-056   1.193701034E+000   3.374324323E-057   2.826775069E-057   1.094195658E-003   0.000000000E+000 
  5.807946160E-036   3.680935808E-050   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   2.071674161E-063   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   1.035837081E-056   1.193701034E+000   4.240837810E-057   3.552680017E-057   1.094195658E-003   0.000000000E+000 
  6.994649581E-036   4.433039735E-050   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   1.956125760E-063   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   9.780628798E-057   1.193701034E+000   5.107351297E-057   4.278584965E-057   1.094195658E-003   0.000000000E+000 
  8.181353002E-036   5.185143663E-050   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   1.840580228E-063   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   9.202901142E-057   1.193701034E+000   5.973864784E-057   5.004489914E-057   1.094195658E-003   0.000000000E+000 
  9.368056423E-036   5.937247590E-050   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   1.725038481E-063   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   8.625192403E-057   1.193701034E+000   6.840378271E-057   5.730394862E-057   1.094195658E-003   0.000000000E+000 
  1.055475984E-035   6.689351517E-050   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   1.609497283E-063   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   8.047486414E-057   1.193701034E+000   7.706891759E-057   6.456299810E-057   1.094195658E-003   0.000000000E+000 
  1.174146327E-035   7.441455444E-050   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   1.493954071E-063   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   7.469770356E-057   1.193701034E+000   8.573405246E-057   7.182204758E-057   1.094195658E-003   0.000000000E+000 
  1.256178103E-035   7.961353002E-050   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   1.414086592E-063   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   7.070432961E-057   1.193701034E+000   9.172389282E-057   7.683992072E-057   1.094195658E-003   0.000000000E+000 
  1.338209879E-035   8.481250560E-050   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   1.334219887E-063   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   6.671099435E-057   1.193701034E+000   9.771373318E-057   8.185779387E-057   1.094195658E-003   0.000000000E+000 
  1.420241655E-035   9.001148118E-050   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   1.254352630E-063   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   6.271763152E-057   1.193701034E+000   1.037035735E-056   8.687566701E-057   1.094195658E-003   0.000000000E+000 
  1.502273431E-035   9.521045676E-050   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   1.174484038E-063   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   5.872420189E-057   1.193701034E+000   1.096934139E-056   9.189354015E-057   1.094195658E-003   0.000000000E+000 
  1.584305208E-035   1.004094323E-049   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   1.094614436E-063   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   5.473072181E-057   1.193701034E+000   1.156832543E-056   9.691141330E-057   1.094195658E-003   0.000000000E+000 
  1.666336984E-035   1.056084079E-049   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   1.014743851E-063   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   5.073719256E-057   1.193701034E+000   1.216730946E-056   1.019292864E-056   1.094195658E-003   0.000000000E+000 
  1.721563578E-035   1.091085359E-049   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   9.609745581E-064   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   4.804872791E-057   1.193701034E+000   1.257056597E-056   1.053074900E-056   1.094195658E-003   0.000000000E+000 
  1.776790172E-035   1.126086638E-049   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   9.072057740E-064   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   4.536028870E-057   1.193701034E+000   1.297382249E-056   1.086856937E-056   1.094195658E-003   0.000000000E+000 
  1.832016765E-035   1.161087918E-049   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   8.534365513E-064   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   4.267182756E-057   1.193701034E+000   1.337707900E-056   1.120638973E-056   1.094195658E-003   0.000000000E+000 
  1.887243359E-035   1.196089197E-049   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   7.996664012E-064   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   3.998332006E-057   1.193701034E+000   1.378033552E-056   1.154421009E-056   1.094195658E-003   0.000000000E+000 
  1.942469953E-035   1.231090477E-049   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   7.458956523E-064   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   3.729478261E-057   1.193701034E+000   1.418359203E-056   1.188203045E-056   1.094195658E-003   0.000000000E+000 
  1.997696547E-035   1.266091756E-049   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   6.921243690E-064   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   3.460621845E-057   1.193701034E+000   1.458684854E-056   1.221985081E-056   1.094195658E-003   0.000000000E+000 
  2.035516684E-035   1.290061244E-049   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   6.553022760E-064   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   3.276511380E-057   1.193701034E+000   1.486300566E-056   1.245119610E-056   1.094195658E-003   0.000000000E+000 
  2.073336821E-035   1.314030733E-049   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   6.184804691E-064   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   3.092402346E-057   1.193701034E+000   1.513916277E-056   1.268254139E-056   1.094195658E-003   0.000000000E+000 
  2.111156959E-035   1.338000221E-049   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   5.816583626E-064   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   2.908291813E-057   1.193701034E+000   1.541531988E-056   1.291388668E-056   1.094195658E-003   0.000000000E+000 
  2.148977096E-035   1.361969709E-049   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   5.448356105E-064   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   2.724178053E-057   1.193701034E+000   1.569147699E-056   1.314523197E-056   1.094195658E-003   0.000000000E+000 
  2.186797233E-035   1.385939197E-049   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   5.080124629E-064   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   2.540062314E-057   1.193701034E+000   1.596763410E-056   1.337657726E-056   1.094195658E-003   0.000000000E+000 
  2.224617370E-035   1.409908686E-049   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   4.711889759E-064   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   2.355944880E-057   1.193701034E+000   1.624379121E-056   1.360792255E-056   1.094195658E-003   0.000000000E+000 
  2.250203724E-035   1.426124698E-049   4.510000000E+001   9.384639014E-014   0.000000000E+000   4.692319507E-007   2.997756596E-011   1.989436789E-009   4.462778771E-064   4.712513651E-007   0.000000000E+000   1.173079877E+000   3.747195744E-004   3.520697350E-004   1.989436789E-002   2.231389385E-057   1.193701034E+000   1.643061903E-056   1.376443394E-056   1.094195658E-003   0.000000000E+000 
