 In this file you can find the excitation temperatures of the first half of computed CO rotational levels
     distance         timeN         timeI     Texc(1-0)     Texc(2-1)     Texc(3-2)     Texc(4-3)     Texc(5-4)     Texc(6-5)     Texc(7-6)     Texc(8-7)     Texc(9-8)    Texc(10-9)   Texc(11-10)   Texc(12-11)   Texc(13-12)   Texc(14-13)   Texc(15-14)   Texc(16-15)   Texc(17-16)   Texc(18-17)   Texc(19-18)   Texc(20-19)   Texc(21-20)   Texc(22-21)   Texc(23-22)   Texc(24-23)   Texc(25-24)   Texc(26-25)   Texc(27-26)   Texc(28-27)   Texc(29-28)   Texc(30-29)   Texc(31-30)   Texc(32-31)   Texc(33-32)   Texc(34-33)   Texc(35-34)   Texc(36-35)   Texc(37-36)   Texc(38-37)   Texc(39-38)   Texc(40-39) 
   3.347E-036    2.121E-050    2.121E-050   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   3.984E-036    2.525E-050    2.525E-050   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   4.621E-036    2.929E-050    2.929E-050   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   5.808E-036    3.681E-050    3.681E-050   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   6.995E-036    4.433E-050    4.433E-050   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   8.181E-036    5.185E-050    5.185E-050   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   9.368E-036    5.937E-050    5.937E-050   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   1.055E-035    6.689E-050    6.689E-050   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   1.174E-035    7.441E-050    7.441E-050   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   1.256E-035    7.961E-050    7.961E-050   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   1.338E-035    8.481E-050    8.481E-050   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   1.420E-035    9.001E-050    9.001E-050   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   1.502E-035    9.521E-050    9.521E-050   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   1.584E-035    1.004E-049    1.004E-049   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   1.666E-035    1.056E-049    1.056E-049   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   1.722E-035    1.091E-049    1.091E-049   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   1.777E-035    1.126E-049    1.126E-049   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   1.832E-035    1.161E-049    1.161E-049   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   1.887E-035    1.196E-049    1.196E-049   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   1.942E-035    1.231E-049    1.231E-049   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   1.998E-035    1.266E-049    1.266E-049   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   2.036E-035    1.290E-049    1.290E-049   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   2.073E-035    1.314E-049    1.314E-049   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   2.111E-035    1.338E-049    1.338E-049   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   2.149E-035    1.362E-049    1.362E-049   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   2.187E-035    1.386E-049    1.386E-049   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   2.225E-035    1.410E-049    1.410E-049   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   2.250E-035    1.426E-049    1.426E-049   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   2.276E-035    1.442E-049    1.442E-049   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   2.301E-035    1.459E-049    1.459E-049   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
   2.327E-035    1.475E-049    1.475E-049   -1.387E+002    1.691E+001    1.295E+001    1.350E+001    1.518E+001    1.745E+001    1.973E+001    2.190E+001    2.369E+001    2.525E+001    2.651E+001    2.788E+001    2.948E+001    2.999E+001    2.757E+001    3.158E+001    3.161E+001    3.228E+001    3.497E+001    3.617E+001    3.437E+001    3.473E+001    3.518E+001    3.562E+001    3.591E+001    3.614E+001    3.646E+001    3.678E+001    3.710E+001    3.748E+001    3.760E+001    3.780E+001    3.799E+001    3.829E+001    3.843E+001    3.868E+001    3.880E+001    3.894E+001    3.918E+001    3.929E+001 
