          distance              timeN                 Tn          C(3P-J=0)          C(3P-J=1)          C(3P-J=2)          C(1D-J=2)          C(1S-J=0)        N(4S-J=3/2)        N(2D-J=5/2)        N(2D-J=3/2)        N(2P-J=1/2)        N(2P-J=3/2)          O(3P-J=2)          O(3P-J=1)          O(3P-J=0)          O(1D-J=2)          O(1S-J=0)          S(3P-J=2)          S(3P-J=1)          S(3P-J=0)          S(1D-J=2)          S(1S-J=0)         Si(3P-J=0)         Si(3P-J=1)         Si(3P-J=2)         Si(1D-J=2)         Si(1S-J=0)       C+(2P-J=1/2)       C+(2P-J=3/2)       C+(4P-J=1/2)       C+(4P-J=3/2)       C+(4P-J=5/2)         N+(3P-J=0)         N+(3P-J=1)         N+(3P-J=2)         N+(1D-J=2)         N+(1S-J=0)       O+(4S-J=3/2)       O+(2D-J=5/2)       O+(2D-J=3/2)       O+(2P-J=3/2)       O+(2P-J=1/2)       S+(4S-J=3/2)       S+(2D-J=3/2)       S+(2D-J=5/2)       S+(2P-J=1/2)       S+(2P-J=3/2)      Si+(2P-J=1/2)      Si+(2P-J=3/2)      Si+(4P-J=1/2)      Si+(4P-J=3/2)      Si+(4P-J=5/2) 
  1.496136364E+015   1.354941231E+001   6.336011465E+001   2.183351711E-001   4.457320782E-001   3.359327506E-001   2.824693542E-011   1.977445750E-020   1.000000000E+000   3.046365871E-014   7.233790582E-015   1.434819177E-023   2.704348404E-023   9.997890829E-001   1.397552894E-004   7.116179309E-005   3.092254989E-016   3.390549625E-024   9.999999297E-001   5.010598767E-008   2.016288521E-008   9.665409795E-014   1.898071700E-022   9.744914199E-001   2.515188590E-002   3.566940400E-004   1.967667811E-010   7.371118038E-018   5.092951137E-001   4.907048863E-001   1.794775548E-031   5.509611082E-030   1.960724276E-023   9.924202341E-001   6.856101927E-003   7.236639754E-004   1.357132812E-013   0.000000000E+000   1.000000000E+000   1.970104535E-030   2.998844569E-031   3.917459706E-038   2.460287229E-038   1.000000000E+000   3.535311194E-012   1.732541442E-011   9.251755837E-020   1.092321375E-019   9.831441632E-001   1.685583678E-002   1.772710421E-042   2.169116776E-041   1.568579532E-025 
  1.496392122E+015   1.355173164E+001   6.339461331E+001   2.182700609E-001   4.457051289E-001   3.360248103E-001   2.843944057E-011   1.945827624E-020   1.000000000E+000   3.084915390E-014   7.325369253E-015   1.461827306E-023   2.755254024E-023   9.997885606E-001   1.400673050E-004   7.137213644E-005   3.125269262E-016   1.025758822E-024   9.999999295E-001   5.029110770E-008   2.018389151E-008   9.727912111E-014   1.926172529E-022   9.744639839E-001   2.517832104E-002   3.576948390E-004   1.976248201E-010   7.445408189E-018   5.092733411E-001   4.907266589E-001   1.843675756E-031   5.659840380E-030   0.000000000E+000   9.924205586E-001   6.855785176E-003   7.236562249E-004   1.370088108E-013   0.000000000E+000   1.000000000E+000   2.025020907E-030   3.082498329E-031   4.082146065E-038   2.563720574E-038   1.000000000E+000   3.567596118E-012   1.748398124E-011   9.394113126E-020   1.109161245E-019   9.831382211E-001   1.686177894E-002   1.844987323E-042   2.257783702E-041   0.000000000E+000 
  1.496504807E+015   1.355275352E+001   6.340983389E+001   2.182413599E-001   4.456932420E-001   3.360653981E-001   2.852459572E-011   2.004995309E-020   1.000000000E+000   3.102038437E-014   7.366047118E-015   1.473876272E-023   2.777964231E-023   9.997883298E-001   1.402050851E-004   7.146506607E-005   3.139911102E-016   0.000000000E+000   9.999999294E-001   5.037300774E-008   2.019317536E-008   9.755553316E-014   1.938424202E-022   9.744518777E-001   2.518998513E-002   3.581369318E-004   1.980037135E-010   7.478281396E-018   5.092637598E-001   4.907362402E-001   1.865620394E-031   5.727258813E-030   0.000000000E+000   9.924207012E-001   6.855646000E-003   7.236528397E-004   1.375829820E-013   1.846338921E-024   1.000000000E+000   2.049669980E-030   3.120046641E-031   4.156791574E-038   2.610602695E-038   1.000000000E+000   3.581900294E-012   1.755423695E-011   9.457467085E-020   1.116655732E-019   9.831356055E-001   1.686439447E-002   1.877718643E-042   2.297940313E-041   0.000000000E+000 
  1.496565892E+015   1.355330746E+001   6.341809009E+001   2.182257980E-001   4.456867948E-001   3.360874072E-001   2.857084441E-011   2.072178129E-020   1.000000000E+000   3.111356224E-014   7.388182686E-015   1.480446410E-023   2.790347800E-023   9.997882046E-001   1.402798530E-004   7.151550718E-005   3.147880328E-016   2.590711216E-024   9.999999294E-001   5.041749139E-008   2.019821538E-008   9.770563716E-014   1.945223198E-022   9.744453105E-001   2.519631245E-002   3.583768792E-004   1.982093242E-010   7.496181483E-018   5.092585689E-001   4.907414311E-001   1.877619869E-031   5.764123917E-030   0.000000000E+000   9.924207783E-001   6.855570652E-003   7.236510123E-004   1.378950971E-013   0.000000000E+000   1.000000000E+000   2.063149417E-030   3.140580213E-031   4.197800633E-038   2.636359006E-038   1.000000000E+000   3.589674862E-012   1.759242241E-011   9.491973338E-020   1.120737706E-019   9.831341883E-001   1.686581166E-002   1.895693240E-042   2.319993305E-041   0.000000000E+000 
  1.496626976E+015   1.355386141E+001   6.342635003E+001   2.182102335E-001   4.456803453E-001   3.361094212E-001   2.861715348E-011   2.100199099E-020   1.000000000E+000   3.120699127E-014   7.410377950E-015   1.487043788E-023   2.802782715E-023   9.997880793E-001   1.403546766E-004   7.156599421E-005   3.155861203E-016   1.686949649E-024   9.999999293E-001   5.046203614E-008   2.020326060E-008   9.785592754E-014   1.952122996E-022   9.744387399E-001   2.520264283E-002   3.586170342E-004   1.984150879E-010   7.514097189E-018   5.092533800E-001   4.907466200E-001   1.889692713E-031   5.801214603E-030   0.000000000E+000   9.924208554E-001   6.855495373E-003   7.236491902E-004   1.382078228E-013   0.000000000E+000   1.000000000E+000   2.076712079E-030   3.161240660E-031   4.239197104E-038   2.662358650E-038   1.000000000E+000   3.597463849E-012   1.763067886E-011   9.526594587E-020   1.124833311E-019   9.831327716E-001   1.686722840E-002   1.913832338E-042   2.342248658E-041   3.137159064E-025 
  1.496688061E+015   1.355441535E+001   6.343461373E+001   2.181946665E-001   4.456738934E-001   3.361314401E-001   2.866352260E-011   2.065275562E-020   1.000000000E+000   3.130067206E-014   7.432633052E-015   1.493668513E-023   2.815269172E-023   9.997879539E-001   1.404295561E-004   7.161652719E-005   3.163858486E-016   0.000000000E+000   9.999999293E-001   5.050664209E-008   2.020831103E-008   9.800640447E-014   1.958909838E-022   9.744321661E-001   2.520897628E-002   3.588573970E-004   1.986210047E-010   7.532034914E-018   5.092481933E-001   4.907518067E-001   1.901839349E-031   5.838532177E-030   0.000000000E+000   9.924209325E-001   6.855420162E-003   7.236473734E-004   1.385211592E-013   0.000000000E+000   1.000000000E+000   2.090358444E-030   3.182028714E-031   4.280984479E-038   2.688603818E-038   1.000000000E+000   3.605267277E-012   1.766900643E-011   9.561331177E-020   1.128942590E-019   9.831313553E-001   1.686864469E-002   1.932137369E-042   2.364708138E-041   0.000000000E+000 
  1.496749146E+015   1.355496930E+001   6.344288117E+001   2.181790970E-001   4.456674390E-001   3.361534639E-001   2.870995405E-011   2.103237155E-020   1.000000000E+000   3.139460521E-014   7.454948136E-015   1.500320687E-023   2.827807368E-023   9.997878284E-001   1.405044913E-004   7.166710617E-005   3.171880825E-016   3.726007569E-024   9.999999292E-001   5.055130933E-008   2.021336667E-008   9.815706813E-014   1.965705977E-022   9.744255890E-001   2.521531281E-002   3.590979678E-004   1.988270749E-010   7.550071988E-018   5.092430085E-001   4.907569915E-001   1.914060206E-031   5.876077957E-030   0.000000000E+000   9.924210094E-001   6.855345019E-003   7.236455620E-004   1.388351078E-013   0.000000000E+000   1.000000000E+000   2.104088993E-030   3.202945107E-031   4.323166276E-038   2.715096722E-038   1.000000000E+000   3.613085168E-012   1.770740522E-011   9.596183456E-020   1.133065583E-019   9.831299395E-001   1.687006052E-002   1.950609780E-042   2.387373530E-041   0.000000000E+000 
  1.496810231E+015   1.355552324E+001   6.345115237E+001   2.181635250E-001   4.456609823E-001   3.361754927E-001   2.875644458E-011   2.010768998E-020   1.000000000E+000   3.148879133E-014   7.477323344E-015   1.507000418E-023   2.840397503E-023   9.997877028E-001   1.405794825E-004   7.171773119E-005   3.179912009E-016   2.505254210E-026   9.999999292E-001   5.059603797E-008   2.021842755E-008   9.830791870E-014   1.972546951E-022   9.744190086E-001   2.522165241E-002   3.593387467E-004   1.990332983E-010   7.568105673E-018   5.092378259E-001   4.907621741E-001   1.926355713E-031   5.913853265E-030   0.000000000E+000   9.924210863E-001   6.855269946E-003   7.236437559E-004   1.391496690E-013   0.000000000E+000   1.000000000E+000   2.117904209E-030   3.223990579E-031   4.365746047E-038   2.741839593E-038   1.000000000E+000   3.620917545E-012   1.774587534E-011   9.631151772E-020   1.137202332E-019   9.831285241E-001   1.687147590E-002   1.969251026E-042   2.410246630E-041   0.000000000E+000 
  1.496871315E+015   1.355607719E+001   6.345942733E+001   2.181479505E-001   4.456545232E-001   3.361975263E-001   2.880299840E-011   2.043394788E-020   1.000000000E+000   3.158323102E-014   7.499758820E-015   1.513707809E-023   2.853039774E-023   9.997875771E-001   1.406545295E-004   7.176840230E-005   3.187966094E-016   6.695522668E-025   9.999999291E-001   5.064082808E-008   2.022349367E-008   9.845895636E-014   1.979489061E-022   9.744124250E-001   2.522799508E-002   3.595797339E-004   1.992396751E-010   7.586162646E-018   5.092326453E-001   4.907673547E-001   1.938726302E-031   5.951859430E-030   0.000000000E+000   9.924211631E-001   6.855194940E-003   7.236419551E-004   1.394648456E-013   0.000000000E+000   1.000000000E+000   2.131804580E-030   3.245165870E-031   4.408727374E-038   2.768834679E-038   1.000000000E+000   3.628764430E-012   1.778441690E-011   9.666236475E-020   1.141352878E-019   9.831271092E-001   1.687289082E-002   1.988062577E-042   2.433329249E-041   0.000000000E+000 
  1.496932400E+015   1.355663114E+001   6.346770604E+001   2.181323734E-001   4.456480617E-001   3.362195648E-001   2.884961325E-011   2.057640100E-020   1.000000000E+000   3.167792488E-014   7.522254708E-015   1.520442967E-023   2.865734382E-023   9.997874512E-001   1.407296325E-004   7.181911955E-005   3.196039622E-016   2.619859744E-024   9.999999291E-001   5.068567977E-008   2.022856504E-008   9.861018128E-014   1.986397210E-022   9.744058380E-001   2.523434084E-002   3.598209297E-004   1.994462054E-010   7.604274991E-018   5.092274668E-001   4.907725332E-001   1.951172409E-031   5.990097791E-030   0.000000000E+000   9.924212398E-001   6.855120003E-003   7.236401596E-004   1.397806361E-013   0.000000000E+000   1.000000000E+000   2.145790593E-030   3.266471726E-031   4.452113866E-038   2.796084249E-038   1.000000000E+000   3.636625844E-012   1.782303001E-011   9.701437915E-020   1.145517263E-019   9.831256947E-001   1.687430529E-002   2.007045913E-042   2.456623216E-041   0.000000000E+000 
  1.496993485E+015   1.355718508E+001   6.347598851E+001   2.181167939E-001   4.456415978E-001   3.362416082E-001   2.889629106E-011   2.169375098E-020   1.000000000E+000   3.177287352E-014   7.544811152E-015   1.527205998E-023   2.878481527E-023   9.997873253E-001   1.408047915E-004   7.186988297E-005   3.204130002E-016   3.589234958E-024   9.999999290E-001   5.073059314E-008   2.023364168E-008   9.876159364E-014   1.993338531E-022   9.743992478E-001   2.524068967E-002   3.600623342E-004   1.996528892E-010   7.622446722E-018   5.092222903E-001   4.907777097E-001   1.963694470E-031   6.028569691E-030   1.960724263E-023   9.924213165E-001   6.855045134E-003   7.236383695E-004   1.400970428E-013   0.000000000E+000   1.000000000E+000   2.159862740E-030   3.287908897E-031   4.495909168E-038   2.823590591E-038   1.000000000E+000   3.644501811E-012   1.786171477E-011   9.736756443E-020   1.149695529E-019   9.831242807E-001   1.687571931E-002   2.026202529E-042   2.480130372E-041   0.000000000E+000 
  1.497054570E+015   1.355773903E+001   6.348427474E+001   2.181012118E-001   4.456351316E-001   3.362636566E-001   2.894302667E-011   2.055575351E-020   1.000000000E+000   3.186807754E-014   7.567428295E-015   1.533997009E-023   2.891281410E-023   9.997871993E-001   1.408800066E-004   7.192069262E-005   3.212233993E-016   7.261848764E-025   9.999999290E-001   5.077556827E-008   2.023872359E-008   9.891319361E-014   2.000269731E-022   9.743926543E-001   2.524704158E-002   3.603039477E-004   1.998597266E-010   7.640668044E-018   5.092171159E-001   4.907828841E-001   1.976292924E-031   6.067276483E-030   0.000000000E+000   9.924213931E-001   6.854970333E-003   7.236365847E-004   1.404140665E-013   0.000000000E+000   1.000000000E+000   2.174021515E-030   3.309478136E-031   4.540116951E-038   2.851356012E-038   1.000000000E+000   3.652392352E-012   1.790047131E-011   9.772192412E-020   1.153887717E-019   9.831228671E-001   1.687713287E-002   2.045533928E-042   2.503852574E-041   0.000000000E+000 
  1.497152191E+015   1.355862431E+001   6.349752507E+001   2.180763044E-001   4.456247926E-001   3.362989030E-001   2.901784771E-011   2.088344307E-020   1.000000000E+000   3.202075818E-014   7.603699932E-015   1.544908320E-023   2.911847348E-023   9.997869977E-001   1.410003269E-004   7.200198939E-005   3.225229045E-016   1.631435871E-024   9.999999289E-001   5.084757310E-008   2.024685616E-008   9.915586086E-014   2.011412542E-022   9.743821101E-001   2.525719919E-002   3.606905128E-004   2.001905998E-010   7.669818470E-018   5.092088508E-001   4.907911492E-001   1.996586661E-031   6.129626223E-030   0.000000000E+000   9.924215153E-001   6.854850934E-003   7.236337434E-004   1.409219967E-013   0.000000000E+000   1.000000000E+000   2.196830238E-030   3.344224774E-031   4.611632563E-038   2.896272590E-038   1.000000000E+000   3.665032818E-012   1.796255878E-011   9.829068588E-020   1.160616410E-019   9.831206090E-001   1.687939099E-002   2.076794774E-042   2.542214991E-041   3.137159064E-025 
  1.497351421E+015   1.356043103E+001   6.352459667E+001   2.180254525E-001   4.456036734E-001   3.363708740E-001   2.917103317E-011   2.116065863E-020   1.000000000E+000   3.233439364E-014   7.678209103E-015   1.567400953E-023   2.954242086E-023   9.997865854E-001   1.412463263E-004   7.216827031E-005   3.251889360E-016   0.000000000E+000   9.999999287E-001   5.099501510E-008   2.026349550E-008   9.965259648E-014   2.034440393E-022   9.743605650E-001   2.527795366E-002   3.614810898E-004   2.008670772E-010   7.729581619E-018   5.091919995E-001   4.908080005E-001   2.038619399E-031   6.258767588E-030   0.000000000E+000   9.924217642E-001   6.854607800E-003   7.236279869E-004   1.419635142E-013   0.000000000E+000   1.000000000E+000   2.244078135E-030   3.416202693E-031   4.760946721E-038   2.990051955E-038   1.000000000E+000   3.690946013E-012   1.808984074E-011   9.946083167E-020   1.174459965E-019   9.831160041E-001   1.688399586E-002   2.142016533E-042   2.622257937E-041   0.000000000E+000 
  1.497550651E+015   1.356223776E+001   6.355170837E+001   2.179745741E-001   4.455825288E-001   3.364428971E-001   2.932487661E-011   2.169067770E-020   1.000000000E+000   3.265078386E-014   7.753373033E-015   1.590197955E-023   2.997210515E-023   9.997861720E-001   1.414929247E-004   7.233504572E-005   3.278748379E-016   2.493716883E-024   9.999999286E-001   5.114312012E-008   2.028019166E-008   1.001513389E-013   2.057481646E-022   9.743389849E-001   2.529874098E-002   3.622739009E-004   2.015451927E-010   7.789835832E-018   5.091751700E-001   4.908248300E-001   2.081492701E-031   6.390493563E-030   0.000000000E+000   9.924220123E-001   6.854365392E-003   7.236222870E-004   1.430116580E-013   0.000000000E+000   1.000000000E+000   2.292278911E-030   3.489633365E-031   4.914884743E-038   3.086735569E-038   1.000000000E+000   3.717015638E-012   1.821789303E-011   1.006436920E-019   1.188454254E-019   9.831114041E-001   1.688859590E-002   2.209194208E-042   2.704707691E-041   0.000000000E+000 
  1.497749881E+015   1.356404448E+001   6.357886023E+001   2.179236691E-001   4.455613587E-001   3.365149722E-001   2.947937964E-011   2.213827614E-020   1.000000000E+000   3.296995023E-014   7.829196807E-015   1.613303130E-023   3.040759805E-023   9.997857576E-001   1.417401235E-004   7.250231720E-005   3.305797108E-016   4.702634831E-025   9.999999284E-001   5.129189147E-008   2.029694506E-008   1.006520944E-013   2.080891083E-022   9.743173696E-001   2.531956120E-002   3.630689529E-004   2.022249489E-010   7.850443996E-018   5.091583624E-001   4.908416376E-001   2.125222487E-031   6.524853135E-030   0.000000000E+000   9.924222596E-001   6.854123709E-003   7.236166437E-004   1.440664645E-013   5.184545979E-025   1.000000000E+000   2.341450437E-030   3.564544057E-031   5.073583022E-038   3.186409106E-038   1.000000000E+000   3.743242474E-012   1.834671952E-011   1.018393915E-019   1.202600763E-019   9.831068089E-001   1.689319113E-002   2.278383560E-042   2.789633064E-041   3.137159064E-025 
  1.497949111E+015   1.356585121E+001   6.360605229E+001   2.178727376E-001   4.455401630E-001   3.365870993E-001   2.963454422E-011   2.236615826E-020   1.000000000E+000   3.329191428E-014   7.905685546E-015   1.636720326E-023   3.084897208E-023   9.997853420E-001   1.419879243E-004   7.267008631E-005   3.333043635E-016   0.000000000E+000   9.999999282E-001   5.144133252E-008   2.031375608E-008   1.011548690E-013   2.104603475E-022   9.742957192E-001   2.534041437E-002   3.638662523E-004   2.029063482E-010   7.911487439E-018   5.091415767E-001   4.908584233E-001   2.169824958E-031   6.661896167E-030   0.000000000E+000   9.924225062E-001   6.853882750E-003   7.236110569E-004   1.451279679E-013   2.585112611E-024   1.000000000E+000   2.391610890E-030   3.640962508E-031   5.237181763E-038   3.289160632E-038   1.000000000E+000   3.769627303E-012   1.847632406E-011   1.030480563E-019   1.216900985E-019   9.831022185E-001   1.689778154E-002   2.349641856E-042   2.877104728E-041   0.000000000E+000 
  1.498148341E+015   1.356765794E+001   6.363328463E+001   2.178217796E-001   4.455189419E-001   3.366592785E-001   2.979037133E-011   2.163700015E-020   1.000000000E+000   3.361669767E-014   7.982844401E-015   1.660453432E-023   3.129630058E-023   9.997849253E-001   1.422363287E-004   7.283835462E-005   3.360493018E-016   3.903585801E-024   9.999999281E-001   5.159144663E-008   2.033062514E-008   1.016596689E-013   2.128511564E-022   9.742740335E-001   2.536130054E-002   3.646658059E-004   2.035893928E-010   7.972941726E-018   5.091248128E-001   4.908751872E-001   2.215316607E-031   6.801673411E-030   0.000000000E+000   9.924227520E-001   6.853642515E-003   7.236055266E-004   1.461962027E-013   1.230640018E-024   1.000000000E+000   2.442778762E-030   3.718916934E-031   5.405825087E-038   3.395080675E-038   1.000000000E+000   3.796170909E-012   1.860671055E-011   1.042698132E-019   1.231356430E-019   9.830976329E-001   1.690236714E-002   2.423027901E-042   2.967195259E-041   0.000000000E+000 
  1.498480451E+015   1.357066971E+001   6.367876983E+001   2.177367754E-001   4.454835100E-001   3.367797146E-001   3.005161540E-011   2.204706272E-020   1.000000000E+000   3.416442875E-014   8.112969719E-015   1.700728794E-023   3.205542252E-023   9.997842283E-001   1.426517575E-004   7.311996710E-005   3.406682172E-016   1.630229892E-024   9.999999278E-001   5.184318795E-008   2.035887547E-008   1.025056750E-013   2.168802606E-022   9.742378055E-001   2.539619067E-002   3.660036679E-004   2.047316730E-010   8.076249357E-018   5.090969164E-001   4.909030836E-001   2.293172170E-031   7.040896710E-030   0.000000000E+000   9.924231599E-001   6.853243656E-003   7.235964333E-004   1.479919824E-013   0.000000000E+000   1.000000000E+000   2.530364780E-030   3.852357250E-031   5.698566600E-038   3.578943617E-038   1.000000000E+000   3.840773432E-012   1.882580984E-011   1.063358980E-019   1.255802430E-019   9.830899995E-001   1.691000052E-002   2.550254905E-042   3.123398480E-041   0.000000000E+000 
  1.498812562E+015   1.357368149E+001   6.372436736E+001   2.176516979E-001   4.454480072E-001   3.369002949E-001   3.031472173E-011   2.294150037E-020   1.000000000E+000   3.472015673E-014   8.244995807E-015   1.741911465E-023   3.283164594E-023   9.997835281E-001   1.430688748E-004   7.340297849E-005   3.453431597E-016   1.508038389E-024   9.999999275E-001   5.209682480E-008   2.038729010E-008   1.033573547E-013   2.209989950E-022   9.742014791E-001   2.543117286E-002   3.673478434E-004   2.058785431E-010   8.180764475E-018   5.090690804E-001   4.909309196E-001   2.373624935E-031   7.288106712E-030   0.000000000E+000   9.924235657E-001   6.852846803E-003   7.235874968E-004   1.498067355E-013   0.000000000E+000   1.000000000E+000   2.620891739E-030   3.990281694E-031   6.006451175E-038   3.772318000E-038   1.000000000E+000   3.885823016E-012   1.904711087E-011   1.084393193E-019   1.280691125E-019   9.830823794E-001   1.691762055E-002   2.683852768E-042   3.287444682E-041   0.000000000E+000 
  1.499144673E+015   1.357669328E+001   6.377007747E+001   2.175665474E-001   4.454124333E-001   3.370210192E-001   3.057969907E-011   2.349179767E-020   1.000000000E+000   3.528398458E-014   8.378947151E-015   1.784020299E-023   3.362532620E-023   9.997828249E-001   1.434876878E-004   7.368739618E-005   3.500744516E-016   1.306471347E-024   9.999999272E-001   5.235237312E-008   2.041587092E-008   1.042147368E-013   2.251764062E-022   9.741650541E-001   2.546624734E-002   3.686983637E-004   2.070300140E-010   8.286460367E-018   5.090413047E-001   4.909586953E-001   2.456756868E-031   7.543555682E-030   0.000000000E+000   9.924239693E-001   6.852451953E-003   7.235787169E-004   1.516406283E-013   0.000000000E+000   1.000000000E+000   2.714451327E-030   4.132830182E-031   6.330223913E-038   3.975671851E-038   1.000000000E+000   3.931323347E-012   1.927063185E-011   1.105806855E-019   1.306029747E-019   9.830747728E-001   1.692522725E-002   2.824124341E-042   3.459707755E-041   0.000000000E+000 
  1.499476783E+015   1.357970507E+001   6.381590045E+001   2.174813241E-001   4.453767884E-001   3.371418875E-001   3.084655621E-011   2.286029927E-020   1.000000000E+000   3.585601637E-014   8.514848503E-015   1.827074504E-023   3.443682536E-023   9.997821186E-001   1.439082036E-004   7.397322759E-005   3.548623292E-016   0.000000000E+000   9.999999269E-001   5.260984898E-008   2.044461988E-008   1.050778500E-013   2.294232760E-022   9.741285302E-001   2.550141434E-002   3.700552601E-004   2.081860965E-010   8.393314769E-018   5.090135893E-001   4.909864107E-001   2.542652365E-031   7.807503373E-030   0.000000000E+000   9.924243708E-001   6.852059104E-003   7.235700937E-004   1.534938302E-013   0.000000000E+000   1.000000000E+000   2.811137856E-030   4.280146641E-031   6.670664611E-038   4.189494992E-038   1.000000000E+000   3.977278126E-012   1.949639108E-011   1.127606139E-019   1.331825629E-019   9.830671794E-001   1.693282062E-002   2.971386064E-042   3.640578417E-041   0.000000000E+000 
  1.500099523E+015   1.358535249E+001   6.390212803E+001   2.173213265E-001   4.453097589E-001   3.373689145E-001   3.135205129E-011   2.471936974E-020   1.000000000E+000   3.695111168E-014   8.775020122E-015   1.910421945E-023   3.600778477E-023   9.997807856E-001   1.447013266E-004   7.451302552E-005   3.639968136E-016   2.420394383E-024   9.999999264E-001   5.309789314E-008   2.049898701E-008   1.067118177E-013   2.375878997E-022   9.740597769E-001   2.556760602E-002   3.726168674E-004   2.103663300E-010   8.597011333E-018   5.089617820E-001   4.910382180E-001   2.711468415E-031   8.326276330E-030   0.000000000E+000   9.924251178E-001   6.851327855E-003   7.235543461E-004   1.570213936E-013   1.107258288E-024   1.000000000E+000   3.001202982E-030   4.569749972E-031   7.356822521E-038   4.620456926E-038   1.000000000E+000   4.064685686E-012   1.992580855E-011   1.169543188E-019   1.381453912E-019   9.830529769E-001   1.694702306E-002   3.267520403E-042   4.004365649E-041   0.000000000E+000 
  1.500722262E+015   1.359099993E+001   6.398875512E+001   2.171610749E-001   4.452424791E-001   3.375964459E-001   3.186426278E-011   2.516999607E-020   1.000000000E+000   3.807612643E-014   9.042303480E-015   1.997294867E-023   3.764519458E-023   9.997794416E-001   1.455005103E-004   7.505786982E-005   3.733364245E-016   0.000000000E+000   9.999999259E-001   5.359287987E-008   2.055396538E-008   1.083662260E-013   2.460264934E-022   9.739906732E-001   2.563412534E-002   3.752012136E-004   2.125628854E-010   8.804894424E-018   5.089101852E-001   4.910898148E-001   2.890905987E-031   8.877715796E-030   0.000000000E+000   9.924258572E-001   6.850603614E-003   7.235391481E-004   1.606185593E-013   0.000000000E+000   1.000000000E+000   3.203271474E-030   4.877657408E-031   8.110226392E-038   5.093656946E-038   1.000000000E+000   4.153728905E-012   2.036328253E-011   1.212900238E-019   1.432766182E-019   9.830388212E-001   1.696117881E-002   3.591727233E-042   4.402733826E-041   3.137159064E-025 
  1.501345001E+015   1.359664740E+001   6.407578348E+001   2.170005705E-001   4.451749487E-001   3.378244807E-001   3.238326141E-011   2.645225566E-020   1.000000000E+000   3.923177840E-014   9.316869289E-015   2.087830442E-023   3.935164026E-023   9.997780864E-001   1.463058033E-004   7.560781054E-005   3.828873051E-016   2.212584212E-024   9.999999253E-001   5.409491918E-008   2.060956840E-008   1.100412642E-013   2.547452511E-022   9.739212174E-001   2.570097383E-002   3.778085099E-004   2.147758316E-010   9.017172241E-018   5.088587981E-001   4.911412019E-001   3.081595925E-031   9.463763574E-030   0.000000000E+000   9.924265891E-001   6.849886363E-003   7.235244992E-004   1.642864639E-013   0.000000000E+000   1.000000000E+000   3.418045121E-030   5.204940030E-031   8.937127324E-038   5.613021669E-038   1.000000000E+000   4.244432748E-012   2.080893636E-011   1.257720499E-019   1.485813802E-019   9.830247120E-001   1.697528795E-002   3.946525593E-042   4.838795010E-041   0.000000000E+000 
  1.501967740E+015   1.360229489E+001   6.416321489E+001   2.168398148E-001   4.451071673E-001   3.380530179E-001   3.290911180E-011   2.697805583E-020   1.000000000E+000   4.041879930E-014   9.598891572E-015   2.182170630E-023   4.112979765E-023   9.997767198E-001   1.471172543E-004   7.616289818E-005   3.926514515E-016   0.000000000E+000   9.999999247E-001   5.460412286E-008   2.066580978E-008   1.117371218E-013   2.637328869E-022   9.738514078E-001   2.576815304E-002   3.804389694E-004   2.170052356E-010   9.233968377E-018   5.088076198E-001   4.911923802E-001   3.284204135E-031   1.008646949E-029   0.000000000E+000   9.924273135E-001   6.849176091E-003   7.235103993E-004   1.680262533E-013   0.000000000E+000   1.000000000E+000   3.646263244E-030   5.552726255E-031   9.844324543E-038   6.182822041E-038   1.000000000E+000   4.336822399E-012   2.126289450E-011   1.304048308E-019   1.540649478E-019   9.830106494E-001   1.698935058E-002   4.334647195E-042   5.315924806E-041   3.137159064E-025 
  1.502590479E+015   1.360794240E+001   6.425105114E+001   2.166788089E-001   4.450391348E-001   3.382820563E-001   3.344188308E-011   2.793744583E-020   1.000000000E+000   4.163793481E-014   9.888547678E-015   2.280462326E-023   4.298243552E-023   9.997753419E-001   1.479349123E-004   7.672318373E-005   4.026344746E-016   3.627350120E-025   9.999999242E-001   5.512060456E-008   2.072270350E-008   1.134539881E-013   2.729897439E-022   9.737812425E-001   2.583566450E-002   3.830928073E-004   2.192511631E-010   9.455255019E-018   5.087566495E-001   4.912433505E-001   3.499433369E-031   1.074799691E-029   0.000000000E+000   9.924280304E-001   6.848472784E-003   7.234968479E-004   1.718390871E-013   0.000000000E+000   1.000000000E+000   3.888704495E-030   5.922204586E-031   1.083921042E-037   6.807701611E-038   1.000000000E+000   4.430923259E-012   2.172528248E-011   1.351929151E-019   1.597327288E-019   9.829966332E-001   1.700336679E-002   4.759053178E-042   5.837783203E-041   0.000000000E+000 
