          distance              timeN                 Tn                 Ti                 Te         Total_cool         molec_cool              E(H2)            E(13CO)              E(OH)             E(NH3)            E(r,CO)            E(v,CO)              E(CO)         E(r,o-H2O)         E(r,p-H2O)           E(v,H2O)             E(H2O)           B_photel             Lymana              E(C+)             E(Si+)               E(H)               E(C)              E(Si)               E(O)              E(S+)              E(N+)             E(Fe+) 
  6.955104694E-003   6.297110203E-017   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  8.123971312E-003   7.355395051E-017   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  9.292837931E-003   8.413679898E-017   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  1.119121240E-002   1.013245679E-016   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  1.308958687E-002   1.185123368E-016   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  1.498796133E-002   1.357001057E-016   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  1.688633580E-002   1.528878746E-016   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  2.090901569E-002   1.893089778E-016   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  2.493169558E-002   2.257300810E-016   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  2.895437547E-002   2.621511842E-016   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  3.297705536E-002   2.985722874E-016   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  3.699973525E-002   3.349933906E-016   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  4.102241514E-002   3.714144938E-016   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  4.504509503E-002   4.078355970E-016   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  4.906777492E-002   4.442567002E-016   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  5.533029037E-002   5.009571406E-016   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  6.159280582E-002   5.576575811E-016   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  6.785532127E-002   6.143580215E-016   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  7.411783673E-002   6.710584620E-016   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  8.403280983E-002   7.608280356E-016   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  9.394778293E-002   8.505976092E-016   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  1.038627560E-001   9.403671828E-016   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  1.137777291E-001   1.030136756E-015   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  1.236927022E-001   1.119906330E-015   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  1.336076753E-001   1.209675904E-015   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  1.435226484E-001   1.299445477E-015   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  1.599119998E-001   1.447833684E-015   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  1.763013511E-001   1.596221891E-015   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  1.926907024E-001   1.744610098E-015   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  2.090800537E-001   1.892998305E-015   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  2.254694051E-001   2.041386512E-015   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  2.418587564E-001   2.189774719E-015   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  2.582481077E-001   2.338162926E-015   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  2.840264599E-001   2.571558585E-015   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  3.098048121E-001   2.804954244E-015   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  3.355831642E-001   3.038349903E-015   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  3.613615164E-001   3.271745562E-015   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  3.871398685E-001   3.505141221E-015   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  4.129182207E-001   3.738536880E-015   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  4.386965729E-001   3.971932540E-015   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
  4.644749250E-001   4.205328199E-015   4.575000000E+001   4.575000000E+001   4.575000000E+001   1.057265248E-021   4.285197216E-022  -3.011887978E-024   4.707656414E-024   6.747985507E-026   1.212409922E-028   4.236890773E-022   7.015554197E-059   4.236890773E-022   3.620197477E-026   1.918483192E-026   7.227361836E-053   5.538680669E-026   3.539878660E-022   0.000000000E+000   2.947233664E-022   7.792490957E-025   0.000000000E+000   2.850689457E-022   1.167745812E-023   8.572543356E-023   4.146373541E-224   2.203955397E-030   0.000000000E+000 
