    V   J   Energy(K)   log(N/g)
    0     0   0.000000E+000   5.975572E+001 
    0     1   1.705020E+002   5.473867E+001 
    0     2   5.098500E+002   4.512345E+001 
    0     3   1.015153E+003   4.381194E+001 
    0     4   1.681678E+003   4.259672E+001 
    0     5   2.503870E+003   4.172475E+001 
    0     6   3.474434E+003   4.080276E+001 
    0     7   4.586377E+003   3.974674E+001 
    0     8   5.829758E+003   3.872692E+001 
    1     0   5.987124E+003   3.749639E+001 
    1     1   6.149208E+003   3.712982E+001 
    1     2   6.471607E+003   3.676703E+001 
    1     3   6.951587E+003   3.633897E+001 
    0     9   7.196995E+003   3.788103E+001 
    1     4   7.584601E+003   3.601746E+001 
    1     5   8.365297E+003   3.571742E+001 
    0    10   8.677322E+003   3.707206E+001 
    1     6   9.286624E+003   3.553752E+001 
    0    11   1.026179E+004   3.642200E+001 
    1     7   1.034152E+004   3.545081E+001 
    1     8   1.152183E+004   3.543131E+001 
    2     0   1.163573E+004   3.463483E+001 
    2     1   1.178951E+004   3.475519E+001 
    0    12   1.194031E+004   3.574290E+001 
    2     2   1.209524E+004   3.444883E+001 
    2     3   1.255050E+004   3.425175E+001 
    1     9   1.281752E+004   3.540974E+001 
    2     4   1.315072E+004   3.414220E+001 
    0    13   1.370318E+004   3.522680E+001 
    2     5   1.389070E+004   3.398667E+001 
    1    10   1.422111E+004   3.526242E+001 
    2     6   1.476414E+004   3.388468E+001 
    0    14   1.554025E+004   3.463613E+001 
    1    11   1.572229E+004   3.509594E+001 
    2     7   1.576338E+004   3.381965E+001 
    2     8   1.688055E+004   3.379963E+001 
    3     0   1.695284E+004   3.380083E+001 
    3     1   1.709837E+004   3.379532E+001 
    1    12   1.731122E+004   3.472329E+001 
    3     2   1.738779E+004   3.329357E+001 
    0    15   1.744391E+004   3.422751E+001 
    3     3   1.781869E+004   3.299557E+001 
    2     9   1.810741E+004   3.378397E+001 
    3     4   1.838652E+004   3.303899E+001 
    1    13   1.897972E+004   3.443672E+001 
    3     5   1.908649E+004   3.297927E+001 
    0    16   1.940345E+004   3.369663E+001 
    2    10   1.943491E+004   3.376035E+001 
    3     6   1.991225E+004   3.280072E+001 
    1    14   2.071785E+004   3.391412E+001 
    2    11   2.085383E+004   3.370912E+001 
    3     7   2.085653E+004   3.274416E+001 
    0    17   2.141168E+004   3.336513E+001 
    3     8   2.191171E+004   3.269976E+001 
    4     0   2.194278E+004   3.263818E+001 
    4     1   2.208004E+004   3.245138E+001 
    4     2   2.235326E+004   3.252511E+001 
    2    12   2.235535E+004   3.352318E+001 
    1    15   2.251712E+004   3.361339E+001 
    4     3   2.275983E+004   3.256836E+001 
    3     9   2.306999E+004   3.263931E+001 
    4     4   2.329564E+004   3.218289E+001 
    0    18   2.345990E+004   3.287487E+001 
    2    13   2.393080E+004   3.333193E+001 
    4     5   2.395581E+004   3.222795E+001 
    3    10   2.432262E+004   3.260288E+001 
    1    16   2.436840E+004   3.300376E+001 
    4     6   2.473404E+004   3.193380E+001 
    0    19   2.553963E+004   3.259390E+001 
    2    14   2.557053E+004   3.292754E+001 
    4     7   2.562381E+004   3.194450E+001 
    3    11   2.565988E+004   3.258202E+001 
    1    17   2.626369E+004   3.275862E+001 
    5     0   2.660677E+004   3.180872E+001 
    4     8   2.661704E+004   3.180179E+001 
    5     1   2.673596E+004   3.167816E+001 
    5     2   2.699289E+004   3.209256E+001 
    3    12   2.707418E+004   3.247632E+001 
    2    15   2.726625E+004   3.262193E+001 
    5     3   2.737523E+004   3.159642E+001 
    0    20   2.764451E+004   3.211236E+001 
    4     9   2.770677E+004   3.178425E+001 
    5     4   2.787879E+004   3.142952E+001 
    1    18   2.819486E+004   3.211576E+001 
    5     5   2.849899E+004   3.140330E+001 
    3    13   2.855661E+004   3.241147E+001 
    4    10   2.888376E+004   3.166783E+001 
    2    16   2.900940E+004   3.196540E+001 
    5     6   2.922954E+004   3.114528E+001 
    0    21   2.976661E+004   3.186252E+001 
    5     7   3.006431E+004   3.112693E+001 
    3    14   3.009785E+004   3.210187E+001 
    4    11   3.013990E+004   3.168587E+001 
    1    19   3.015462E+004   3.198066E+001 
    2    17   3.079235E+004   3.151042E+001 
    6     0   3.094320E+004   3.114410E+001 
    5     8   3.099552E+004   3.101971E+001 
    6     1   3.106412E+004   3.103202E+001 
    6     2   3.130464E+004   3.107162E+001 
    4    12   3.146651E+004   3.154529E+001 
    6     3   3.166233E+004   3.095304E+001 
    3    15   3.169026E+004   3.191708E+001 
    0    22   3.190031E+004   3.085805E+001 
    5     9   3.201575E+004   3.099720E+001 
    6     4   3.213322E+004   3.070059E+001 
    1    20   3.213454E+004   3.110382E+001 
    2    18   3.260639E+004   2.985062E+001 
    6     5   3.271272E+004   3.183552E+001 
    4    13   3.285516E+004   3.148527E+001 
    5    10   3.311646E+004   3.095169E+001 
    3    16   3.332489E+004   3.137432E+001 
    6     6   3.339496E+004   3.036307E+001 
    0    23   3.403759E+004   3.105502E+001 
    1    21   3.412953E+004   3.111046E+001 
    6     7   3.417362E+004   3.047181E+001 
    5    11   3.428978E+004   3.045077E+001 
    4    14   3.429681E+004   3.104728E+001 
    2    19   3.444505E+004   2.790699E+001 
    7     0   3.494622E+004   3.292905E+001 
    3    17   3.499413E+004   3.099882E+001 
    6     8   3.504117E+004   3.044230E+001 
    7     1   3.505878E+004   3.073682E+001 
    7     2   3.528236E+004   3.036882E+001 
    5    12   3.552731E+004   3.077338E+001 
    7     3   3.561473E+004   3.047305E+001 
    4    15   3.578419E+004   3.099568E+001 
    6     9   3.599047E+004   3.047635E+001 
    7     4   3.605189E+004   3.030275E+001 
    1    22   3.613139E+004   3.037124E+001 
    0    24   3.617459E+004   2.840137E+001 
    2    20   3.629979E+004   3.034421E+001 
    7     5   3.658964E+004   3.016476E+001 
    3    18   3.668984E+004   3.059314E+001 
    5    13   3.682003E+004   3.050209E+001 
    6    10   3.701302E+004   3.037701E+001 
    7     6   3.722192E+004   2.984248E+001 
    4    16   3.730808E+004   3.054900E+001 
    7     7   3.794263E+004   3.002793E+001 
    6    11   3.810113E+004   3.039179E+001 
    1    23   3.813447E+004   3.015516E+001 
    5    14   3.815979E+004   3.066540E+001 
    2    21   3.816475E+004   3.034071E+001 
    0    25   3.830484E+004   2.981146E+001 
    3    19   3.840503E+004   2.735961E+001 
    8     0   3.860553E+004   3.011090E+001 
    8     1   3.870915E+004   3.025289E+001 
    7     8   3.874438E+004   3.005695E+001 
    4    17   3.886111E+004   3.054850E+001 
    8     2   3.891514E+004   3.000578E+001 
    8     3   3.922109E+004   2.913372E+001 
