    V   J   Energy(K)   log(N/g)
    0     0   0.000000E+000   5.458476E+001 
    0     1   1.705020E+002   5.225175E+001 
    0     2   5.098500E+002   4.373266E+001 
    0     3   1.015153E+003   4.213000E+001 
    0     4   1.681678E+003   4.143867E+001 
    0     5   2.503870E+003   4.077683E+001 
    0     6   3.474434E+003   4.005323E+001 
    0     7   4.586377E+003   3.930909E+001 
    0     8   5.829758E+003   3.853345E+001 
    1     0   5.987124E+003   3.737333E+001 
    1     1   6.149208E+003   3.722727E+001 
    1     2   6.471607E+003   3.716213E+001 
    1     3   6.951587E+003   3.691515E+001 
    0     9   7.196995E+003   3.769717E+001 
    1     4   7.584601E+003   3.672835E+001 
    1     5   8.365297E+003   3.641813E+001 
    0    10   8.677322E+003   3.694383E+001 
    1     6   9.286624E+003   3.615731E+001 
    0    11   1.026179E+004   3.599422E+001 
    1     7   1.034152E+004   3.579523E+001 
    1     8   1.152183E+004   3.548737E+001 
    2     0   1.163573E+004   3.531282E+001 
    2     1   1.178951E+004   3.518769E+001 
    0    12   1.194031E+004   3.533855E+001 
    2     2   1.209524E+004   3.516271E+001 
    2     3   1.255050E+004   3.495239E+001 
    1     9   1.281752E+004   3.504827E+001 
    2     4   1.315072E+004   3.484143E+001 
    0    13   1.370318E+004   3.429246E+001 
    2     5   1.389070E+004   3.457550E+001 
    1    10   1.422111E+004   3.469827E+001 
    2     6   1.476414E+004   3.438113E+001 
    0    14   1.554025E+004   3.378637E+001 
    1    11   1.572229E+004   3.413546E+001 
    2     7   1.576338E+004   3.406375E+001 
    2     8   1.688055E+004   3.383070E+001 
    3     0   1.695284E+004   3.384192E+001 
    3     1   1.709837E+004   3.375083E+001 
    1    12   1.731122E+004   3.375732E+001 
    3     2   1.738779E+004   3.372395E+001 
    0    15   1.744391E+004   3.265729E+001 
    3     3   1.781869E+004   3.355613E+001 
    2     9   1.810741E+004   3.345560E+001 
    3     4   1.838652E+004   3.345660E+001 
    1    13   1.897972E+004   3.307350E+001 
    3     5   1.908649E+004   3.323685E+001 
    0    16   1.940345E+004   3.235220E+001 
    2    10   1.943491E+004   3.319425E+001 
    3     6   1.991225E+004   3.305570E+001 
    1    14   2.071785E+004   3.263662E+001 
    2    11   2.085383E+004   3.270662E+001 
    3     7   2.085653E+004   3.277395E+001 
    0    17   2.141168E+004   3.111354E+001 
    3     8   2.191171E+004   3.253732E+001 
    4     0   2.194278E+004   3.257328E+001 
    4     1   2.208004E+004   3.254329E+001 
    4     2   2.235326E+004   3.245477E+001 
    2    12   2.235535E+004   3.241516E+001 
    1    15   2.251712E+004   3.180712E+001 
    4     3   2.275983E+004   3.233500E+001 
    3     9   2.306999E+004   3.213976E+001 
    4     4   2.329564E+004   3.218428E+001 
    0    18   2.345990E+004   3.099093E+001 
    2    13   2.393080E+004   3.184682E+001 
    4     5   2.395581E+004   3.202670E+001 
    3    10   2.432262E+004   3.177676E+001 
    1    16   2.436840E+004   3.138502E+001 
    4     6   2.473404E+004   3.171158E+001 
    0    19   2.553963E+004   2.984473E+001 
    2    14   2.557053E+004   3.142160E+001 
    4     7   2.562381E+004   3.144076E+001 
    3    11   2.565988E+004   3.133852E+001 
    1    17   2.626369E+004   3.047393E+001 
    5     0   2.660677E+004   3.119107E+001 
    4     8   2.661704E+004   3.110293E+001 
    5     1   2.673596E+004   3.119407E+001 
    5     2   2.699289E+004   3.104548E+001 
    3    12   2.707418E+004   3.100083E+001 
    2    15   2.726625E+004   3.070045E+001 
    5     3   2.737523E+004   3.094497E+001 
    0    20   2.764451E+004   2.980566E+001 
    4     9   2.770677E+004   3.076452E+001 
    5     4   2.787879E+004   3.072293E+001 
    1    18   2.819486E+004   3.012325E+001 
    5     5   2.849899E+004   3.056318E+001 
    3    13   2.855661E+004   3.045212E+001 
    4    10   2.888376E+004   3.015616E+001 
    2    16   2.900940E+004   3.021043E+001 
    5     6   2.922954E+004   3.001928E+001 
    0    21   2.976661E+004   2.878988E+001 
    5     7   3.006431E+004   2.972323E+001 
    3    14   3.009785E+004   3.000456E+001 
    4    11   3.013990E+004   2.968523E+001 
    1    19   3.015462E+004   2.929383E+001 
    2    17   3.079235E+004   2.939608E+001 
    6     0   3.094320E+004   2.931817E+001 
    5     8   3.099552E+004   2.930472E+001 
    6     1   3.106412E+004   2.926307E+001 
    6     2   3.130464E+004   2.911739E+001 
    4    12   3.146651E+004   2.937057E+001 
    6     3   3.166233E+004   2.892221E+001 
    3    15   3.169026E+004   2.933659E+001 
    0    22   3.190031E+004   2.867962E+001 
    5     9   3.201575E+004   2.888359E+001 
    6     4   3.213322E+004   2.883004E+001 
    1    20   3.213454E+004   2.902855E+001 
    2    18   3.260639E+004   2.909415E+001 
    6     5   3.271272E+004   2.867573E+001 
    4    13   3.285516E+004   2.879416E+001 
    5    10   3.311646E+004   2.866207E+001 
    3    16   3.332489E+004   2.907699E+001 
    6     6   3.339496E+004   2.826538E+001 
    0    23   3.403759E+004   2.790387E+001 
    1    21   3.412953E+004   2.853820E+001 
    6     7   3.417362E+004   2.811985E+001 
    5    11   3.428978E+004   2.843869E+001 
    4    14   3.429681E+004   2.874978E+001 
    2    19   3.444505E+004   2.850289E+001 
    7     0   3.494622E+004   2.832137E+001 
    3    17   3.499413E+004   2.862383E+001 
    6     8   3.504117E+004   2.797027E+001 
    7     1   3.505878E+004   2.782111E+001 
    7     2   3.528236E+004   2.775836E+001 
    5    12   3.552731E+004   2.825015E+001 
    7     3   3.561473E+004   2.765689E+001 
    4    15   3.578419E+004   2.841952E+001 
    6     9   3.599047E+004   2.783040E+001 
    7     4   3.605189E+004   2.758625E+001 
    1    22   3.613139E+004   2.774567E+001 
    0    24   3.617459E+004   2.750805E+001 
    2    20   3.629979E+004   2.790080E+001 
    7     5   3.658964E+004   2.746674E+001 
    3    18   3.668984E+004   2.799870E+001 
    5    13   3.682003E+004   2.793297E+001 
    6    10   3.701302E+004   2.765231E+001 
    7     6   3.722192E+004   2.733464E+001 
    4    16   3.730808E+004   2.792139E+001 
    7     7   3.794263E+004   2.721151E+001 
    6    11   3.810113E+004   2.749298E+001 
    1    23   3.813447E+004   2.729348E+001 
    5    14   3.815979E+004   2.772273E+001 
    2    21   3.816475E+004   2.746573E+001 
    0    25   3.830484E+004   2.712271E+001 
    3    19   3.840503E+004   2.738447E+001 
    8     0   3.860553E+004   2.700547E+001 
    8     1   3.870915E+004   2.697454E+001 
    7     8   3.874438E+004   2.693872E+001 
    4    17   3.886111E+004   2.758597E+001 
    8     2   3.891514E+004   2.692075E+001 
    8     3   3.922109E+004   2.678406E+001 
