          distance              timeN                 Tn               Mass          Mass_cons         Moment_kin         Moment_the         Moment_mag         Moment_vis             Moment           Mom_cons         Energy_kin         Energy_the         Energy_int         Energy_mag         Energy_vis             Energy         Energ_gain         Energ_cons          Energ_pho          magn_corr 
  2.000000000E-006   2.112586048E-020   5.452000000E+001   7.038158997E-015   0.000000000E+000   2.111447235E-008   4.601310258E-012   3.583374738E-010   0.000000000E+000   2.147741114E-008   0.000000000E+000   3.167170157E-002   3.450982482E-005   2.591168840E-005   2.149308168E-003   0.000000000E+000   3.388143125E-002   4.745484184E-029   1.400615030E-027   1.094195658E-003   0.000000000E+000 
  4.000000000E-006   4.225172097E-020   5.452000000E+001   7.038158997E-015   0.000000000E+000   2.111447235E-008   4.601310258E-012   3.583374738E-010   0.000000000E+000   2.147741114E-008   0.000000000E+000   3.167170157E-002   3.450982482E-005   2.591168840E-005   2.149308168E-003   0.000000000E+000   3.388143125E-002   1.423645255E-028   4.201845089E-027   1.094195658E-003   0.000000000E+000 
  2.400000000E-005   2.535103258E-019   5.452000000E+001   7.038158997E-015   0.000000000E+000   2.111447235E-008   4.601310258E-012   3.583374738E-010   0.000000000E+000   2.147741114E-008   0.000000000E+000   3.167170157E-002   3.450982482E-005   2.591168840E-005   2.149308168E-003   0.000000000E+000   3.388143125E-002   1.091461362E-027   3.221414568E-026   1.094195658E-003   0.000000000E+000 
  2.240000000E-004   2.366096374E-018   5.452000000E+001   7.038158997E-015   0.000000000E+000   2.111447235E-008   4.601310258E-012   3.583374738E-010   0.000000000E+000   2.147741114E-008   0.000000000E+000   3.167170157E-002   3.450982482E-005   2.591168840E-005   2.149308168E-003   0.000000000E+000   3.388143125E-002   1.058242973E-026   3.123371516E-025   1.094195658E-003   0.000000000E+000 
  9.725774086E-004   1.027326732E-017   5.452000000E+001   7.038158997E-015   0.000000000E+000   2.111447235E-008   4.601310258E-012   3.583374738E-010   0.000000000E+000   2.147741114E-008   0.000000000E+000   3.167170157E-002   3.450982482E-005   2.591168840E-005   2.149308168E-003   0.000000000E+000   3.388143125E-002   4.610605226E-026   1.360805921E-024   1.094195658E-003   0.000000000E+000 
  2.663860294E-003   2.813817045E-017   5.452000000E+001   7.038158997E-015   0.000000000E+000   2.111447235E-008   4.601310258E-012   3.583374738E-010   0.000000000E+000   2.147741114E-008   0.000000000E+000   3.167170157E-002   3.450982482E-005   2.591168840E-005   2.149308168E-003   0.000000000E+000   3.388143125E-002   1.263656141E-025   3.729642149E-024   1.094195658E-003   0.000000000E+000 
  5.910419982E-003   6.243135397E-017   5.452000000E+001   7.038158997E-015   0.000000000E+000   2.111447235E-008   4.601310258E-012   3.583374738E-010   0.000000000E+000   2.147741114E-008   0.000000000E+000   3.167170157E-002   3.450982482E-005   2.591168840E-005   2.149308168E-003   0.000000000E+000   3.388143125E-002   2.804305906E-025   8.276822444E-024   1.094195658E-003   0.000000000E+000 
  1.201241758E-002   1.268863289E-016   5.452000000E+001   7.038158997E-015   0.000000000E+000   2.111447235E-008   4.601310258E-012   3.583374738E-010   0.000000000E+000   2.147741114E-008   0.000000000E+000   3.167170157E-002   3.450982482E-005   2.591168840E-005   2.149308168E-003   0.000000000E+000   3.388143125E-002   5.699999213E-025   1.682337198E-023   1.094195658E-003   0.000000000E+000 
  3.066257390E-002   3.238866291E-016   5.452000000E+001   7.038158997E-015   0.000000000E+000   2.111447235E-008   4.601310258E-012   3.583374738E-010   0.000000000E+000   2.147741114E-008   0.000000000E+000   3.167170157E-002   3.450982482E-005   2.591168840E-005   2.149308168E-003   0.000000000E+000   3.388143125E-002   1.455040140E-024   4.294506124E-023   1.094195658E-003   0.000000000E+000 
  4.931273022E-002   5.208869293E-016   5.452000000E+001   7.038158997E-015   0.000000000E+000   2.111447235E-008   4.601310258E-012   3.583374738E-010   0.000000000E+000   2.147741114E-008   0.000000000E+000   3.167170157E-002   3.450982482E-005   2.591168840E-005   2.149308168E-003   0.000000000E+000   3.388143125E-002   2.340080358E-024   6.906675049E-023   1.094195658E-003   0.000000000E+000 
  5.932987578E-002   6.266973391E-016   5.452000000E+001   7.038158997E-015   0.000000000E+000   2.111447235E-008   4.601310258E-012   3.583374738E-010   0.000000000E+000   2.147741114E-008   0.000000000E+000   3.167170157E-002   3.450982482E-005   2.591168840E-005   2.149308168E-003   0.000000000E+000   3.388143125E-002   2.815442417E-024   8.309691512E-023   1.094195658E-003   0.000000000E+000 
  6.934702135E-002   7.325077489E-016   5.452000000E+001   7.038158997E-015   0.000000000E+000   2.111447235E-008   4.601310258E-012   3.583374738E-010   0.000000000E+000   2.147741114E-008   0.000000000E+000   3.167170157E-002   3.450982482E-005   2.591168840E-005   2.149308168E-003   0.000000000E+000   3.388143125E-002   3.290804475E-024   9.712707975E-023   1.094195658E-003   0.000000000E+000 
  7.936416691E-002   8.383181587E-016   5.452000000E+001   7.038158997E-015   0.000000000E+000   2.111447235E-008   4.601310258E-012   3.583374738E-010   0.000000000E+000   2.147741114E-008   0.000000000E+000   3.167170157E-002   3.450982482E-005   2.591168840E-005   2.149308168E-003   0.000000000E+000   3.388143125E-002   3.766166534E-024   1.111572444E-022   1.094195658E-003   0.000000000E+000 
  9.567738419E-002   1.010633535E-015   5.452000000E+001   7.038158997E-015   0.000000000E+000   2.111447235E-008   4.601310258E-012   3.583374738E-010   0.000000000E+000   2.147741114E-008   0.000000000E+000   3.167170157E-002   3.450982482E-005   2.591168840E-005   2.149308168E-003   0.000000000E+000   3.388143125E-002   4.540307679E-024   1.340057817E-022   1.094195658E-003   0.000000000E+000 
  1.119906015E-001   1.182948911E-015   5.452000000E+001   7.038158997E-015   0.000000000E+000   2.111447235E-008   4.601310258E-012   3.583374738E-010   0.000000000E+000   2.147741114E-008   0.000000000E+000   3.167170157E-002   3.450982482E-005   2.591168840E-005   2.149308168E-003   0.000000000E+000   3.388143125E-002   5.314448825E-024   1.568543190E-022   1.094195658E-003   0.000000000E+000 
  1.283038187E-001   1.355264287E-015   5.452000000E+001   7.038158997E-015   0.000000000E+000   2.111447235E-008   4.601310258E-012   3.583374738E-010   0.000000000E+000   2.147741114E-008   0.000000000E+000   3.167170157E-002   3.450982482E-005   2.591168840E-005   2.149308168E-003   0.000000000E+000   3.388143125E-002   6.088589971E-024   1.797028563E-022   1.094195658E-003   0.000000000E+000 
  1.446170360E-001   1.527579663E-015   5.452000000E+001   7.038158997E-015   0.000000000E+000   2.111447235E-008   4.601310258E-012   3.583374738E-010   0.000000000E+000   2.147741114E-008   0.000000000E+000   3.167170157E-002   3.450982482E-005   2.591168840E-005   2.149308168E-003   0.000000000E+000   3.388143125E-002   6.862731116E-024   2.025513936E-022   1.094195658E-003   0.000000000E+000 
